MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
FR,France,2014FR06RDRP053,1.2,France - Rural Development Programme (Regional) - Bretagne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,500000,443396.23,943396.23,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP053,1.2,France - Rural Development Programme (Regional) - Bretagne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,30000000,26603773.58,56603773.58,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP053,1.2,France - Rural Development Programme (Regional) - Bretagne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M11,FA_3A,7000000,2333333.33,9333333.33,75%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP054,1.2,France - Rural Development Programme (Regional) - Poitou-Charentes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,26000000,15269841.27,41269841.27,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP054,1.2,France - Rural Development Programme (Regional) - Poitou-Charentes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,30000000,7500000,37500000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP054,1.2,France - Rural Development Programme (Regional) - Poitou-Charentes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,300000,176190.48,476190.48,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP054,1.2,France - Rural Development Programme (Regional) - Poitou-Charentes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,2000000,1174603.17,3174603.17,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP054,1.2,France - Rural Development Programme (Regional) - Poitou-Charentes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,50000,29365.08,79365.08,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP072,1.3,France - Rural Development Programme (Regional) - Aquitaine,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,50750000,45004716.98,95754716.98,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP072,1.3,France - Rural Development Programme (Regional) - Aquitaine,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,55000000,13750000,68750000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP072,1.3,France - Rural Development Programme (Regional) - Aquitaine,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2A,1950000,1729245.28,3679245.28,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP072,1.3,France - Rural Development Programme (Regional) - Aquitaine,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,4500000,3990566.04,8490566.04,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP072,1.3,France - Rural Development Programme (Regional) - Aquitaine,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,20000000,17735849.06,37735849.06,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP073,1.3,France - Rural Development Programme (Regional) - Midi-Pyrénées,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,87000000,77150943.39,164150943.39,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP073,1.3,France - Rural Development Programme (Regional) - Midi-Pyrénées,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,3000000,2660377.36,5660377.36,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP073,1.3,France - Rural Development Programme (Regional) - Midi-Pyrénées,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,80000000,20000000,100000000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP073,1.3,France - Rural Development Programme (Regional) - Midi-Pyrénées,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,5000000,4433962.26,9433962.26,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP073,1.3,France - Rural Development Programme (Regional) - Midi-Pyrénées,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,21000000,18622641.51,39622641.51,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP074,1.2,France - Rural Development Programme (Regional) - Limousin,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,39685771,23307516.31,62993287.31,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP074,1.2,France - Rural Development Programme (Regional) - Limousin,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,32425491,8106372.75,40531863.75,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP074,1.2,France - Rural Development Programme (Regional) - Limousin,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,3863105,2268807.7,6131912.7,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP074,1.2,France - Rural Development Programme (Regional) - Limousin,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,6097409,3581017.98,9678426.98,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,46800000,46800000,93600000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2C+,10500000,10500000,21000000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,92000000,23000000,115000000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2C+,2640000,2640000,5280000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2C+,4180000,4180000,8360000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,1950000,1950000,3900000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,32300000,32300000,64600000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP082,1.2,France - Rural Development Programme (Regional) - Rhône-Alpes,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,1400000,1400000,2800000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP083,1.3,France - Rural Development Programme (Regional) - Auvergne,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,97000000,56968253.96,153968253.96,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP083,1.3,France - Rural Development Programme (Regional) - Auvergne,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,76625015,19156253.75,95781268.75,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP083,1.3,France - Rural Development Programme (Regional) - Auvergne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,6700000,3934920.63,10634920.63,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP083,1.3,France - Rural Development Programme (Regional) - Auvergne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,12000000,7047619.05,19047619.05,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP083,1.3,France - Rural Development Programme (Regional) - Auvergne,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M09,FA_3A,250000,146825.4,396825.4,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,32100000,18852380.95,50952380.95,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,1800000,1057142.86,2857142.86,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,8000000,4698412.7,12698412.7,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,37200000,9300000,46500000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M07,FA_2A,1400000,822222.22,2222222.22,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,2500000,1468253.97,3968253.97,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP091,1.2,France - Rural Development Programme (Regional) - Languedoc-Roussillon,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,27000000,15857142.86,42857142.86,63%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,11697377,10373145.64,22070522.64,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2B,5000000,4433962.26,9433962.26,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2C+,1521610,1349352.26,2870962.26,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,2000000,500000,2500000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,17000000,4250000,21250000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M08,FA_2C+,1141207,1012013.75,2153220.75,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP093,1.2,France - Rural Development Programme (Regional) - PACA,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,10461070,9276797.92,19737867.92,53%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,12802500,12802500,25605000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,5680000,2480000,8160000,69.61%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P2,3,Competitiveness of SMEs,n.a.,M07,FA_2A,1900000,1900000,3800000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,480000,480000,960000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,520000,520000,1040000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR06RDRP094,1.2,France - Rural Development Programme (Regional) - Corse,EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,300000,300000,600000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR14MFOP001,1.1,European Maritime and Fisheries Fund - Operational Programme for France,EMFF,,3,Competitiveness of SMEs,n.a.,n.a.,n.a.,294684441,93103019.44,387787460.44,75.99%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP001,1.2,Regional programme Aquitaine 2014-2020,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,50000000,120000000,170000000,29.41%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP002,1.3,Regional programme Auvergne 2014-2020,ERDF,3,3,Competitiveness of SMEs,Transition,n.a.,n.a.,48000000,32000000,80000000,60%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP003,1.2,Regional programme Centre 2014-2020,ERDF,AXE 2,3,Competitiveness of SMEs,More developed,n.a.,n.a.,18823447,18823447,37646894,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP003,1.2,Regional programme Centre 2014-2020,ERDF,AXE 5,3,Competitiveness of SMEs,More developed,n.a.,n.a.,2062000,2062000,4124000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP004,1.4,Regional programme Champagne-Ardenne 2014-2020,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,40599000,95569000,136168000,29.82%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP005,1.2,Regional programme Haute-Normandie 2014-2020,ERDF,AXE 1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,40060000,77000000,117060000,34.22%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP006,1.2,Regional programme Languedoc-Roussillon 2014-2020,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,58134197,42835724,100969921,57.58%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP007,1.3,Regional programme Midi-Pyrénées et Garonne 2014-2020,ERDF,2,3,Competitiveness of SMEs,More developed,n.a.,n.a.,77978800,203710650,281689450,27.68%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP008,1.2,Regional programme Picardie 2014-2020,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,30000000,39500000,69500000,43.17%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP009,1.3,Regional programme Guadeloupe Conseil Régional 2014-2020,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,61800000,61800000,123600000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP011,1.3,Regional programme Martinique Conseil Régional 2014-2020,ERDF,3,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,88600000,112000000,200600000,44.17%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP011,1.3,Regional programme Martinique Conseil Régional 2014-2020,ERDF,5,3,Competitiveness of SMEs,Outermost or Northern Sparsely Populated,n.a.,n.a.,45000000,42000000,87000000,51.72%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP012,1.4,Regional programme Nord-Pas de Calais 2014-2020,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,70000000,47000000,117000000,59.83%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M0OP013,1.2,Regional programme Provence Alpes Côte d'Azur 2014-2020,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,46577000,46577000,93154000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP001,1.2,Regional programme Basse-Normandie 2014-2020,ERDF,Axe 1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,35000000,52000000,87000000,40.23%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP002,1.2,Regional programme Bourgogne 2014-2020,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,24774855,60532723,85307578,29.04%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP003,1.2,Regional programme Bretagne 2014-2020,ERDF,2,3,Competitiveness of SMEs,More developed,n.a.,n.a.,28784913,82060876,110845789,25.97%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP004,1.2,Regional programme Corse 2014-2020,ERDF,3,3,Competitiveness of SMEs,Transition,n.a.,n.a.,17000000,25500000,42500000,40%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP005,1.2,Regional programme Franche-Comté et Jura 2014-2020,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,26300000,48842900,75142900,35%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP005,1.2,Regional programme Franche-Comté et Jura 2014-2020,ERDF,6,3,Competitiveness of SMEs,More developed,n.a.,n.a.,1146022,2674078,3820100,30%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP005,1.2,Regional programme Franche-Comté et Jura 2014-2020,ERDF,6,3,Competitiveness of SMEs,Transition,n.a.,n.a.,1636094,3817606,5453700,30%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP006,1.2,Regional programme Limousin 2014-2020,ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,15300000,40400000,55700000,27.47%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP007,1.3,Regional programme Lorraine et Vosges 2014-2020,ERDF,2,3,Competitiveness of SMEs,Transition,n.a.,n.a.,69400000,46266667,115666667,60%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP007,1.3,Regional programme Lorraine et Vosges 2014-2020,ERDF,9,3,Competitiveness of SMEs,More developed,n.a.,n.a.,3982920,3982920,7965840,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP007,1.3,Regional programme Lorraine et Vosges 2014-2020,ERDF,9,3,Competitiveness of SMEs,Transition,n.a.,n.a.,5880000,5880000,11760000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP008,1.2,Regional programme Pays de la Loire 2014-2020,ERDF,3,3,Competitiveness of SMEs,More developed,n.a.,n.a.,20600000,40276191,60876191,33.84%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP009,1.2,Regional programme Poitou Charentes 2014-2020,ERDF,Axe 3,3,Competitiveness of SMEs,Transition,n.a.,n.a.,27125000,18083334,45208334,60%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP010,1.4,Regional programme Rhône Alpes 2014-2020,ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,60021776,60021776,120043552,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP011,1.3,Regional programme Guyane Conseil Régional 2014-2020,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,57800000,47200000,105000000,55.05%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP012,1.3,Regional programme Mayotte 2014-2020,ERDF,12,3,Competitiveness of SMEs,Outermost or Northern Sparsely Populated,n.a.,n.a.,2840257,1736515,4576772,62.06%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16M2OP012,1.3,Regional programme Mayotte 2014-2020,ERDF,3,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,18500000,4928334,23428334,78.96%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP001,1.2,Interregional programme Alpes 2014-2020,ERDF,2,3,Competitiveness of SMEs,More developed,n.a.,n.a.,6000000,6000000,12000000,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP003,1.2,Interregional programme Massif Central 2014-2020,ERDF,AXE 2,3,Competitiveness of SMEs,More developed,n.a.,n.a.,3708000,4532000,8240000,45%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP003,1.2,Interregional programme Massif Central 2014-2020,ERDF,AXE 2,3,Competitiveness of SMEs,Transition,n.a.,n.a.,5292000,6468000,11760000,45%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP006,1.2,Interregional programme Alsace 2014-2020,ERDF,3,3,Competitiveness of SMEs,More developed,n.a.,n.a.,17767337,41457119,59224456,30%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP007,1.2,Interregional programme Réunion Conseil Régional 2014-2020,ERDF,3,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,133135184,122426012,255561196,52.1%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
FR,France,2014FR16RFOP007,1.2,Interregional programme Réunion Conseil Régional 2014-2020,ERDF,8,3,Competitiveness of SMEs,Outermost or Northern Sparsely Populated,n.a.,n.a.,78064816,92141217,170206033,45.86%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M04,FA_2A,351994642,44557848.87,396552490.87,88.76%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2A,22000000,4360023.68,26360023.68,83.46%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P2,3,Competitiveness of SMEs,n.a.,M06,FA_2B,276800000,14670399.98,291470399.98,94.97%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M03,FA_3A,40470000,5440819.76,45910819.76,88.15%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M04,FA_3A,232000000,25795720.21,257795720.21,89.99%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M05,FA_3B,40000000,5884385.1,45884385.1,87.18%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M09,FA_3A,25000000,1324561.4,26324561.4,94.97%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR06RDNP001,1.1,Greece - Rural Development Programme (National),EAFRD,P3,3,Competitiveness of SMEs,n.a.,M14,FA_3A,10000000,1471096.28,11471096.28,87.18%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR14MFOP001,1.3,European Maritime and Fisheries Fund - Operational Programme for Greece,EMFF,,3,Competitiveness of SMEs,n.a.,n.a.,n.a.,186996106,64836468.55,251832574.55,74.25%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP001,1.3," COMPETITIVENESS, ENTREPRENEURSHIP AND INNOVATION OP",ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,571701888,142925472,714627360,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP001,1.3," COMPETITIVENESS, ENTREPRENEURSHIP AND INNOVATION OP",ERDF,1,3,Competitiveness of SMEs,More developed,n.a.,n.a.,167224457,41806114,209030571,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP001,1.3," COMPETITIVENESS, ENTREPRENEURSHIP AND INNOVATION OP",ERDF,1,3,Competitiveness of SMEs,Transition,n.a.,n.a.,111245996,27811499,139057495,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP001,1.3," COMPETITIVENESS, ENTREPRENEURSHIP AND INNOVATION OP",ERDF,01Σ,3,Competitiveness of SMEs,More developed,n.a.,n.a.,18580490,18580490,37160980,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP001,1.3," COMPETITIVENESS, ENTREPRENEURSHIP AND INNOVATION OP",ERDF,01Σ,3,Competitiveness of SMEs,Transition,n.a.,n.a.,15169906,15169906,30339812,50%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP002,1.4, CENTRAL MACEDONIA OP,ERDF,ΑΞ03,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,83306389,20826598,104132987,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP003,1.4,THESSALY OP,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,38000000,9500000,47500000,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
GR,Greece,2014GR16M2OP004,1.3, EPIRUS OP,ERDF,1,3,Competitiveness of SMEs,Less developed,n.a.,n.a.,19780015,4945004,24725019,80%,Enhancing the competitiveness of small and medium-sized enterprises (SMEs)
