MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
ES,Spain,2014ES05SFOP002,1,"OP ESF 2014 EMPLOYMENT, TRAINING AND EDUCATION",ESF,3B,10,Educational & Vocational Training,Transition,n.a.,n.a.,271190190,67797548,338987738,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP003,1.3,OP ESF 2014 REGION DE MURCIA,ESF,3C,10,Educational & Vocational Training,Transition,n.a.,n.a.,21500000,5375000,26875000,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP004,1.3,OP ESF 2014 PRINCIPADO DE ASTURIAS,ESF,3B,10,Educational & Vocational Training,More developed,n.a.,n.a.,10224000,2556000,12780000,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP005,1,OP ESF 2014 ILLES BALEARS,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,21062000,21062000,42124000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP006,1.1,PO FSE 2014 C.A. CASTILLA Y LEON,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,18647818,18647818,37295636,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP007,1,PO FSE 2014 C.A. CATALUÑA,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,75000000,75000000,150000000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP009,1,OP ESF 2014 C.A. GALICIA,ESF,3B,10,Educational & Vocational Training,More developed,n.a.,n.a.,131938765,32984691,164923456,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP010,1,OP ESF 2014 C. FORAL DE NAVARRA,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,7580488,7580488,15160976,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP014,1,OP ESF 2014 C.A. CANARIAS,ESF,3C,10,Educational & Vocational Training,Transition,n.a.,n.a.,70434081,12429544,82863625,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP015,1,OP ESF 2014 C.A. CASTILLA-LA MANCHA,ESF,3B,10,Educational & Vocational Training,Transition,n.a.,n.a.,59388867,14847217,74236084,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP016,1,OP ESF 2014 C.A. EXTREMADURA,ESF,3B,10,Educational & Vocational Training,Less developed,n.a.,n.a.,121880850,30470213,152351063,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP017,1.1,OP ESF 2014 CIUDAD A. DE MELILLA,ESF,3C,10,Educational & Vocational Training,Transition,n.a.,n.a.,1015576,253894,1269470,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP018,1,OP ESF 2014 C.A. ARAGON,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,25785000,25785000,51570000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP020,1,OP ESF 2014 COMUNITAT VALENCIANA ,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,67044500,67044500,134089000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP021,1.1,OP ESF 2014 C. DE MADRID,ESF,3A,10,Educational & Vocational Training,More developed,n.a.,n.a.,93605000,93605000,187210000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP021,1.1,OP ESF 2014 C. DE MADRID,ESF,9A,10,Educational & Vocational Training,More developed,n.a.,n.a.,8000000,8000000,16000000,50%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES05SFOP022,1,OP ESF 2014 C.A. ANDALUCIA,ESF,3B,10,Educational & Vocational Training,Transition,n.a.,n.a.,439396974,109849244,549246218,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,2980248,745062.01,3725310.01,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,37436824,4159647.11,41596471.11,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,15257379,1695264.33,16952643.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,1088144,120904.89,1209048.89,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,9762664.5,2440666.13,12203330.63,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,759318.3,189829.58,949147.88,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,2494903.2,623725.8,3118629,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP003,1.3,Spain - Rural Development Programme (Regional) - Principado de Asturias,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,1000000,250000,1250000,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP004,1.1,Spain - Rural Development Programme (Regional) - Islas Baleares,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,99250,142823.17,242073.17,41%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3B,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,160313,28290.53,188603.53,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,166838,29442,196280,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,166838,29442,196280,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,166838,29442,196280,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,166838,29442,196280,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,355838,62794.94,418632.94,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6B,53437,9430.06,62867.06,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP005,1.2,Spain - Rural Development Programme (Regional) - Canarias,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,39375,6948.53,46323.53,85%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP006,1.3,Spain - Rural Development Programme (Regional) - Cantabria,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,690000,172500,862500,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,982758,109195.33,1091953.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,445199,49466.56,494665.56,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,650223,72247,722470,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,1770622,196735.78,1967357.78,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,339654,37739.33,377393.33,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,255591,28399,283990,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,255590,28398.89,283988.89,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,951750,105750,1057500,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP007,1.2,Spain - Rural Development Programme (Regional) - Castilla-La Mancha,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6B,300613,33401.44,334014.44,90%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP008,1.2,Spain - Rural Development Programme (Regional) - Castilla y León,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,1000000,250000,1250000,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP008,1.2,Spain - Rural Development Programme (Regional) - Castilla y León,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,2018480,504620,2523100,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP008,1.2,Spain - Rural Development Programme (Regional) - Castilla y León,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,240304,60076,300380,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP008,1.2,Spain - Rural Development Programme (Regional) - Castilla y León,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,741216,185304,926520,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP009,1.2,Spain - Rural Development Programme (Regional) - Cataluña,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,2193000,2907000,5100000,43%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP009,1.2,Spain - Rural Development Programme (Regional) - Cataluña,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,602000,798000,1400000,43%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP009,1.2,Spain - Rural Development Programme (Regional) - Cataluña,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,344000,456000,800000,43%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP009,1.2,Spain - Rural Development Programme (Regional) - Cataluña,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,344000,456000,800000,43%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP009,1.2,Spain - Rural Development Programme (Regional) - Cataluña,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,387000,513000,900000,43%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,335469,111823,447292,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,313106,104368.67,417474.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3B,335471,111823.67,447294.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,223647,74549,298196,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,111824,37274.67,149098.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,111824,37274.67,149098.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,111824,37274.67,149098.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,134188,44729.33,178917.33,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,223647,74549,298196,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP010,1.2,Spain - Rural Development Programme (Regional) - Extremadura,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,335471,111823.67,447294.67,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP011,1.2,Spain - Rural Development Programme (Regional) - Galicia,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,1800000,600000,2400000,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP011,1.2,Spain - Rural Development Programme (Regional) - Galicia,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,3171000,1057000,4228000,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP011,1.2,Spain - Rural Development Programme (Regional) - Galicia,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,1092000,364000,1456000,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP011,1.2,Spain - Rural Development Programme (Regional) - Galicia,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,1911000,637000,2548000,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP011,1.2,Spain - Rural Development Programme (Regional) - Galicia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,546000,182000,728000,75%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,83511.11,20877.78,104388.89,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP012,1.1,Spain - Rural Development Programme (Regional) - Comunidad de Madrid,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,83511.12,20877.78,104388.9,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3B,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,469224,275576,744800,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,93844.8,55115.2,148960,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,93844.8,55115.2,148960,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,93844.8,55115.2,148960,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,93844.8,55115.2,148960,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5E,93844.8,55115.2,148960,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6A,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP013,1.2,Spain - Rural Development Programme (Regional) - Región de Murcia,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6B,234612,137788,372400,63%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,1122143.75,604231.25,1726375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,894643.75,481731.25,1376375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,45500,24500,70000,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,1834787.5,987962.5,2822750,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5A,894643.75,481731.25,1376375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5B,894643.75,481731.25,1376375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5C,894643.75,481731.25,1376375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P5,10,Educational & Vocational Training,n.a.,M01,FA_5D,849143.75,457231.25,1306375,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP014,1.3,Spain - Rural Development Programme (Regional) - Comunidad Foral de Navarra,EAFRD,P6,10,Educational & Vocational Training,n.a.,M01,FA_6C,45500,24500,70000,65%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2A,87150,21787.5,108937.5,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P2,10,Educational & Vocational Training,n.a.,M01,FA_2B,612150,153037.5,765187.5,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3A,87150,21787.5,108937.5,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P3,10,Educational & Vocational Training,n.a.,M01,FA_3B,51885,12971.25,64856.25,80%,"Investing in education, training and vocational training for skills and lifelong learning"
ES,Spain,2014ES06RDRP015,1.3,Spain - Rural Development Programme (Regional) - País Vasco,EAFRD,P4,10,Educational & Vocational Training,n.a.,M01,FA_P4,171079,42769.75,213848.75,80%,"Investing in education, training and vocational training for skills and lifelong learning"
