EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2007;G;5;55;55008;SUBV INAEM CONTRATAC.;SUBV INAEM CONTRATACIÓN DESEMPLEADOS OBRAS INT GRA
2007;G;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2007;G;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIÓN DE FONDO BIBLIOGRÁFICO
2007;G;7;71;71003;Conv. Ibercaja Atlas var.;Convenio con Ibercaja para realización del Atlas de variaciones de la práctica médica en el Sistema Nacional de Salud
2007;G;7;71;71004;Patrocinio Juegos Escolar;Patrocinio Juegos Escolares de Aragon
2007;G;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID- RESTAURACIÓN DEL MONASTERIO DE SIJENA
2007;G;7;71;71006;CARNET JOVEN;CARNET JOVEN APORTACIÓN CAI IBERCAJA
2007;G;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACÉUTICOS - ENSAYOS CLÍNICOS
2007;G;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2007;G;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2007;G;7;72;72004;AS.ESP.TOXICOLOGÍA;ASOCIACIÓN ESPAÑOLA DE TOXICOLOGÍA
2007;G;7;72;72005;FUND.LA MARATO TV3;FUNDACIÓN LA MARATO TV3
2007;G;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIÓN MUTUA MADRILEÑA
2007;G;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2007;G;7;72;72008;HERENCIA ELÍAS MARTÍNEZ S;HERENCIA ELÍAS MARTÍNEZ SANTIAGO
2007;G;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2007;G;7;72;72010;HERENC.HOSP.NªSªGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nª SRª DE GRACIA
2007;G;7;72;72011;FECYT AÑO DE LA CIENCIA;FECYT AÑO DE LA CIENCIA
2007;G;9;91;91001;REC. PROPIOS COFIN.;RECURSOS PROPIOS COFINANCIADORES
2007;G;9;91;91002;RECURSOS PROPIOS;RECURSOS PROPIOS
2007;G;9;91;91003;ING.FINANC.INCOND.;INGRESOS. FINANCIACIÓN INCONDICIONADA
2007;G;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERÍA NO AFECTADO
2007;I;1;;;UNIÓN EUROPEA;UNIÓN EUROPEA
2007;I;3;;;ADMINISTR. CENTRAL;ADMINISTRACIÓN CENTRAL
2007;I;5;;;OTRAS ADMIN PÚBLICAS;OTRAS ADMINISTRACIONES PÚBLICAS
2007;I;7;;;ENTES PRIVADOS;ENTES PRIVADOS
2007;I;9;;;RECURSOS PROPIOS;RECURSOS PROPIOS
2007;I;1;11;;FONDO SOCIAL EUROPEO;FONDO SOCIAL EUROPEO
2007;I;1;12;;FEAGA  - FEADER;FEOGA GARANTÍA
2007;I;1;13;;FEOGA ORIENTACIÓN;FEOGA ORIENTACIÓN
2007;I;1;14;;F.E.D.E.R.;FONDO EUROPEO DE DESARROLLO REGIONAL
2007;I;1;15;;IFOP - FEP;INSTRUMENTO FINANCIERO DE ORDENACIÓN PESQUERA - FONDO EUROPEO DE PESCA
2007;I;1;16;;FONDOS DE COHESIÓN;FONDOS DE COHESIÓN
2007;I;1;19;;OTR.AYUDAS EUROPEAS;OTRAS AYUDAS EUROPEAS
2007;I;3;32;;PLANES ESPECÍFICOS;PLANES ESPECÍFICOS
2007;I;3;33;;CONF SECT DE EMPLEO;CONFERENCIA SECTORIAL DE EMPLEO
2007;I;3;34;;CONF SECT DE AGRIC.;CONFERENCIA SECTORIAL DE AGRICULTURA
2007;I;3;35;;CONF SECT DE S.SOC.;CONFERENCIA SECTORIAL DE SERVICIOS SOCIALES
2007;I;3;36;;CONF SECT DE M.AMB.;CONFERENCIA SECTORIAL DE MEDIO AMBIENTE
2007;I;3;39;;OTR SUBV. ADM.CENTR.;OTRAS SUBVENCIONES DE LA ADMINISTRACIÓN CENTRAL
2007;I;5;51;;DIPUTACIONES PROVINCIALES;DIPUTACIONES PROVINCIALES
2007;I;5;55;;C.A. ARAGÓN;COMUNIDAD AUTÓNOMA DE ARAGÓN
2007;I;7;71;;ENTES PRIV.FINAN.;ENTES PRIVADOS FINANCIEROS
2007;I;7;72;;ENTES PRIV.NO FINAN.;ENTES PRIVADOS NO FINANCIEROS
2007;I;9;91;;RECURSOS PROPIOS;RECURSOS PROPIOS
2007;I;1;11;11001;FSE OBJ 3. EJE 1;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJE 1
2007;I;1;11;11002;FSE OBJ 3 EJ 2 3 5 8;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJES 2, 3, 5 Y 8
2007;I;1;11;11003;FSE OBJ 3 EJES 6 7 9;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJES 6, 7 Y 9
2007;I;1;11;11004;FSE OBJ 3 EJ 7 GL;FONDO SOCIAL EUROPEO. PROGRAMA OPERATIVO OBJETIVO 3. EJE 7 SUBVENCIÓN GLOBAL
2007;I;1;11;11005;FSE PR PL SIS F PROF;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES SISTEMA DE FORMACIÓN PROFESIONAL
2007;I;1;11;11006;FSE PR  PL IN EMP FC;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES INICIATIVA EMPRESARIAL Y FORMACIÓN CONTINUA
2007;I;1;11;11007;FSE PR PL LUCH DISCR;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES LUCHA CONTRA LA DISCRIMINACIÓN
2007;I;1;11;11008;FSE PR PLURI FOM EMP;FONDO SOCIAL EUROPEO. PROGRAMAS PLURIREGIONALES FOMENTO DE EMPLEO
2007;I;1;11;11009;I C EQUAL;INICIATIVA COMUNITARIA EQUAL
2007;I;1;11;11101;PROG.OP. FSE 2007-2013;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2007-2013
2007;I;1;12;12001;PAC;POLÍTICA AGRARIA COMUNITARIA
2007;I;1;12;12002;FEOGA PDR;FEOGA PLAN DESARROLLO RURAL
2007;I;1;12;12003;FEOGA MEJ ESTR PROD;FEOGA MEJORA ESTRUCTURAS DE PRODUCCIÓN
2007;I;1;12;12004;FEOGA MEDIDAS ACOMP;FEOGA MEDIDAS ACOMPAÑAMIENTO
2007;I;1;12;12005;OTR SUBV FEOGA GARAN;OTRAS SUBVENCIONES DEL FEOGA GARANTÍA
2007;I;1;12;12101;FEAGA GARANTÍA;FEAGA  GARANTÍA
2007;I;1;12;12102;FEADER;FEADER
2007;I;1;13;13001;FEOGA ORIENTACIÓN;FEOGA ORIENTACIÓN
2007;I;1;14;14001;FEDER DOCUP OBJ 2;F.E.D.E.R. DOCUP OBJETIVO 2
2007;I;1;14;14002;I C INTERREG III;INICIATIVA COMUNITARIA INTERREG III
2007;I;1;14;14003;FEDER - ACCIONES FSE;FEDER - ACCIONES FSE
2007;I;1;14;14101;PROG.OP. FEDER 2007-2013;PROGRAMA OPERATIVO FEDER 2007-2013
2007;I;1;15;15001;IFOP;INSTRUMENTO FINANCIERO DE ORDENACIÓN PESQUERA
2007;I;1;15;15101;FONDO EUROPEO DE PESCA;FONDO EUROPEO DE PESCA
2007;I;1;16;16001;FONDO DE COHESIÓN;FONDO DE COHESIÓN
2007;I;1;19;19001;U E  PUNTO INF EUROP;UNION EUROPEA  (PUNTO INFORMACIÓN EUROPEA)
2007;I;1;19;19002;CONV UE PRUEBAS COMP;CONVENIO UE PRUEBAS COMPARATIVAS
2007;I;1;19;19003;PROGRAMA LIFE;PROGRAMA LIFE
2007;I;1;19;19090;OTROS PROGRAMAS UE;OTROS PROGRAMAS CON FINANCIACION UE
2007;I;3;32;32100;PLAN MINER;PLAN MINER
2007;I;3;32;32200;FONDO ESP TERUEL;FONDO ESPECIAL TERUEL
2007;I;3;33;33001;CONF SECT DE EMPLEO;CONFERENCIA SECTORIAL DE EMPLEO
2007;I;3;34;34001;CSA NAC COMPLEM PAC;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS NACIONALES COMPLEMENTARIAS PAC
2007;I;3;34;34002;CSA ABAND PR LECHERA;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA ABANDONO PRODUCCIÓN LECHERA
2007;I;3;34;34003;CSA COMPET AGRARIA;CONFERENCIA SECTORIAL AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
2007;I;3;34;34004;CSA AGROAMBIENTALES;CONFERENCIA SECTORIAL AGRICULTURA - MEDIDAS AGROAMBIENTALES
2007;I;3;34;34005;CSA AYU PER FRUT SEC;CONFERENCIA SECTORIAL AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
2007;I;3;34;34006;CSA PROGRAMA APICOLA;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA APICOLA
2007;I;3;34;34007;CSA INDUSTRIAS AGRO;CONFERENCIA SECTORIAL AGRICULTURA - APOYO A INDUSTRIAS AGROALIMENTARIAS
2007;I;3;34;34008;CSA FIN ASOC AGRARIO;CONFERENCIA SECTORIAL AGRICULTURA - FINANCIACIÓN ASOCIACIONISMO AGRARIO
2007;I;3;34;34009;CSA AGRUP PROD AGRAR;CONFERENCIA SECTORIAL AGRICULTURA - AGRUPACIONES PRODUCTORES AGRARIOS
2007;I;3;34;34010;CSA IFOP;CONFERENCIA SECTORIAL AGRICULTURA - FONDO PROGRAMA IFOP
2007;I;3;34;34011;CSA ASOC RAZAS AUTOC;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ASOCIACIONES RAZAS AUTÓCTONAS
2007;I;3;34;34012;CSA SANIDAD ANIMAL;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA SANIDAD ANIMAL
2007;I;3;34;34013;CSA ENF PORCINAS;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA ENFERMEDADES PORCINAS
2007;I;3;34;34014;CSA IDENTIF ANIMAL;CONFERENCIA SECTORIAL AGRICULTURA - IDENTIFICACION ANIMAL
2007;I;3;34;34015;CSA SEM PLANT VIVER;CONFERENCIA SECTORIAL AGRICULTURA - SEMILLAS Y PLANTAS DE VIVEROS
2007;I;3;34;34016;CSA CONV ID FRUTALES;CONFERENCIA SECTORIAL AGRICULTURA - CONVENIO IDENTIFICACIÓN DE FRUTALES
2007;I;3;34;34017;CSA LUCH CONT AG NOC;CONFERENCIA SECTORIAL AGRICULTURA - LUCHA CONTRA AGENTES NOCIVOS
2007;I;3;34;34018;CSA PREV PLAGAS;CONFERENCIA SECTORIAL AGRICULTURA - PREVENCION DE PLAGAS
2007;I;3;34;34019;CSA PR CALIDAD CARNE;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
2007;I;3;34;34020;CSA FOM GAN EXT  AUT;CONFERENCIA SECTORIAL AGRICULTURA - FOMENTO GANADERIA EXTENSIVA  AUTÓCTONA
2007;I;3;34;34021;CSA ERRAD ENF ANIM;CONFERENCIA SECTORIAL AGRICULTURA - INDEMNIZACION ERRADICACIÓN ENFERMEDADES ANIMALES
2007;I;3;34;34022;CSA PROGR SANITARIOS;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMAS SANITARIOS
2007;I;3;34;34023;CSA CONTROL LECHERO;CONFERENCIA SECTORIAL AGRICULTURA - CONTROL OFICIAL LECHERO
2007;I;3;34;34024;CSA M CALIDAD LECHE;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA MEJORA CALIDAD DE LA LECHE
2007;I;3;34;34025;CSA APOYO ADS;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ADS
2007;I;3;34;34026;CSA APOYO ATRIAS;CONFERENCIA SECTORIAL AGRICULTURA - APOYO ATRIAS
2007;I;3;34;34027;CSA PROGRAMAS PRODER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMAS PRODER
2007;I;3;34;34028;CSA ASIST GEST EXPLO;CONFERENCIA SECTORIAL AGRICULTURA - ASISTENCIA GESTION EXPLOTACIONES
2007;I;3;34;34029;CSA DESASTRES NAT;CONFERENCIA SECTORIAL AGRICULTURA - AYUDAS DESASTRES NATURALES
2007;I;3;34;34030;CSA FOREST TIER AGRA;CONFERENCIA SECTORIAL AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2007;I;3;34;34031;CSA CESE ANTICIPADO;CONFERENCIA SECTORIAL AGRICULTURA - CESE ANTICIPADO
2007;I;3;34;34032;CSA ICB;CONFERENCIA SECTORIAL AGRICULTURA - INDEMNIZACIÓN COMPENSATORIA BÁSICA
2007;I;3;34;34033;CSA PROGRAMA LEADER;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA LEADER
2007;I;3;34;34034;CSA RENOV. TRACTORES;CONFERENCIA SECTORIAL AGRICULTURA - RENOVACION DE TRACTORES
2007;I;3;34;34035;CSA TRAZ.STOR.HORT.;CONFERENCIA SECTORIAL AGRICULTURA - TRAZABILIDAD DEL SECTOR HORTOFRUTÍCOLA
2007;I;3;34;34036;CSA C.RAZAS GAN.PUR;CONFERENCIA SECTORIAL AGRICULTURA - CONCURSOS Y SUBASTAS DE RAZAS PURAS
2007;I;3;34;34037;CSA RECONV.PLANT.FRUT.;CONFERENCIA SECTORIAL AGRICULTURA - RECONVERSIÓN DE PLANTACIONES FRUTÍCOLAS
2007;I;3;34;34038;CSA ORD. FTO SCTOR EQUINO;CONFERENCIA SECTORIAL AGRICULTURA - ORDENACIÓN Y FOMENTO DEL SECTOR EQUINO
2007;I;3;34;34039;CSA PERS. Y ANALITICA EET;CONFERENCIA SECTORIAL DE AGRICULTURA - PERSONAL Y ANALITICA ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES
2007;I;3;34;34040;CSA SELEC GEN. ETT OVINO;CONFERENCIA SECTORIAL AGRICULTURA - SELECCIÓN GENÉTICA PARA RESISTENCIA A LAS ENCEFALOPATÍAS ESPONGIFORMES TRANSMISIBLES EN OVINO
2007;I;3;34;34041;CSA PROG CONT LENGUA AZUL;CONFERENCIA SECTORIAL AGRICULTURA - PROGRAMA DE CONTROL DE LENGUA AZUL
2007;I;3;34;34042;AYUDAS GRIPE AVIAR;AYUDAS AVICULTURA GRIPE AVIAR
2007;I;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIÓN EXPLOTACIONES
2007;I;3;34;34044;CSA INCORP. JÓVENES;C.S. AGRICULTURA - INCORPORACIÓN JÓVENES
2007;I;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2007;I;3;34;34046;CSA CONCENTRACIÓN PARCELA;C.S. AGRICULTURA - CONCENTRACIÓN PARCELARIA
2007;I;3;34;34047;CSA MODERNIZACIÓN REGADIO;C.S. AGRICULTURA - MODERNIZACIÓN DE REGADIOS
2007;I;3;34;34048;CSA PROD. TOMATE;C.S. AGRICULTURA - PROD. TOMATE PARA INDUSTRIA
2007;I;3;34;34049;CSA FONDO PROG. FEP;C.S. AGRICULTURA - FONDO PROGRAMA FEP
2007;I;3;35;35001;CSSS EDUC.FAMILIAR;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - EDUCACIÓN FAMILIAR
2007;I;3;35;35002;CSSS INFORM ACCI SOC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - INFORMACIÓN SOBRE ACCIÓN SOCIAL
2007;I;3;35;35003;CSSS ORIENT MED FAM;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - ORIENTACIÓN Y MEDIACIÓN FAMILIAR
2007;I;3;35;35004;CSSS MENORES INFRACT;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - MENORES INFRACTORES
2007;I;3;35;35005;CSSS PENS ANC ENFER;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PENSIONES A ANCIANOS Y ENFERMOS
2007;I;3;35;35006;CSSS GERONTOLÓGICO;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN GERONTOLÓGICO
2007;I;3;35;35007;CSSS INTG PER DISC;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PLAN INTEGRAL PERSONAS DISCAPACITADAS
2007;I;3;35;35008;CSSS PRE MAL TRA INF;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN MALOS TRATOS INFANCIA
2007;I;3;35;35009;CSSS PR VIOLENCIA FA;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - PREVENCIÓN VIOLENCIA FAMILIAR
2007;I;3;35;35010;CSSS VOLUNT PLAN EST;CONFERENCIA SECTORIAL SERVICIOS SOCIALES - VOLUNTARIADO PLAN ESTATAL
2007;I;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2007;I;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2007;I;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BÁSICAS SERVICIOS SOCIALES
2007;I;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIÓN DE LA POBREZA
2007;I;3;36;36001;CSMA DES MEDIO RURAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - DESARROLLO SOCIECONÓMICO EN EL MEDIO RURAL
2007;I;3;36;36002;CSMA EST INV MED NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PLANIFICACIÓN, ESTUDIOS E INVESTIGACIÓN DEL MEDIO NATURAL
2007;I;3;36;36003;CSMA ORD PA FORESTAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - ORDENACIÓN Y MEJORA DEL PATRIMONIO FORESTAL
2007;I;3;36;36004;CSMA PR LUCHA IN FOR;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PREVENCIÓN Y LUCHA CONTRA INCENDIOS FORESTALES Y AGENTES NOCIVOS
2007;I;3;36;36005;CSMA APR RAC PAT NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - APROVECHAMIENTO RACIONAL DEL PATRIMONIO NATURAL
2007;I;3;36;36006;CSMA C BIODIVERSIDAD;CONFERENCIA SECTORIAL MEDIO AMBIENTE - CONSERVACIÓN BIODIVERSIDAD (VIDA SILVESTRE)
2007;I;3;36;36007;CSMA PROY.LIFE;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PROYECTO LIFE
2007;I;3;36;36008;CSMA AREA INF. PARQ.NAC.;CONFERENCIA SECTORIAL MEDIO AMBIENTE - ÁREAS DE INFLUENCIA DE PARQUES NACIONALES
2007;I;3;36;36009;Act. Reservas Biosfera;Actuaciones en las Reservas de la Biosfera
2007;I;3;39;39001;PLANES DE VIVIENDA;PLANES DE VIVIENDA
2007;I;3;39;39002;SEGURIDAD MINERA;SEGURIDAD MINERA
2007;I;3;39;39003;PROY INVEST I.N.I.A.;PROYECTOS DE INVESTIGACIÓN (I.N.I.A.)
2007;I;3;39;39004;PLAN MOD COMER INT;PLAN MODERNIZACIÓN COMERCIO INTERIOR
2007;I;3;39;39005;JUB REESTRUCT EMPR;AYUDAS A JUBILACIÓN Y REESTRUCTURACIÓN DE EMPRESAS
2007;I;3;39;39006;INTEGR SOC INMIGRANT;PLAN INTEGRACIÓN SOCIAL INMIGRANTES
2007;I;3;39;39007;EMPLEO COOPERATIVAS;APOYO CREACIÓN EMPLEO COOPERATIVAS
2007;I;3;39;39008;PLA TRAB CN FORM OCU;PLANES DE TRABAJO DE LOS CENTROS NACIONALES DE FORMACIÓN OCUPACIONAL
2007;I;3;39;39009;SEGUNDA ESTACION AVE;SEGUNDA ESTACION AVE
2007;I;3;39;39010;OF PLANES VIVIENDA;OFICINAS PLANES DE VIVIENDA
2007;I;3;39;39011;LESIONES ESTRUC EDIF;LESIONES ESTRUCTURALES EDIFICIOS
2007;I;3;39;39012;CONV REHAB VIVIENDAS;CONVENIO REHABILITACION FUNCIONAL EDIFICIOS VIVIENDAS
2007;I;3;39;39013;CONS COMP PYME;PLAN CONSOLIDACIÓN Y COMPETITIVIDAD P.Y.M.E.
2007;I;3;39;39014;MANT CENTROS SANITAR;MANTENIMIENTO DE CENTROS SANITARIOS
2007;I;3;39;39015;DONACIÓN Y TRASP ÓRG;FOMENTO DE LA DONACIÓN Y TRASPLANTE DE ÓRGANOS
2007;I;3;39;39016;JUNTA ARBITRAL CONS;JUNTA ARBITRAL DE CONSUMO
2007;I;3;39;39017;PROGRAMA PREV SIDA;PROGRAMA PREVENCIÓN SIDA
2007;I;3;39;39018;PREV ASIST REINS TOX;PREVENCIÓN, ASISTENCIA Y REINSERCIÓN DE TOXICÓMANOS
2007;I;3;39;39019;PREV ENF EMERGENTES;PREVENCIÓN ENFERMEDADES EMERGENTES
2007;I;3;39;39020;INVEST IN CARLOS III;PROYECTOS DE INVESTIGACIÓN DEL INSTITUTO CARLOS III
2007;I;3;39;39021;JUB PERS DOC 9 LOGSE;JUBILACIONES PERSONAL DOCENTE ( D.T. 9ª LOGSE)
2007;I;3;39;39022;NUEVAS TEC EDUCACION;NUEVAS TECNOLOGIAS EDUCACION
2007;I;3;39;39023;GUARDERÍAS INF;GUARDERÍAS INFANTILES
2007;I;3;39;39024;ESCUELAS VIAJERAS;ESCUELAS VIAJERAS
2007;I;3;39;39025;PUEBLOS ABANDONADOS;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS
2007;I;3;39;39026;CATAL COL PATR BIBL;CATALOGO COLECTIVO PATRIMONIO BIBLIOGRAFICO
2007;I;3;39;39027;POL.COHES.SALUD;POLÍTICAS DE COHESIÓN Y ESTRATEGIAS DE SALUD
2007;I;3;39;39028;CONV.REST.IGLESIAS;CONVENIO PARA RESTAURACIÓN DE IGLESIAS
2007;I;3;39;39029;TERUEL DIGITAL;PROYECTO TERUEL DIGITAL
2007;I;3;39;39030;Mº IND. PROY.PROFIT;MINISTERIO DE INDUSTRIA - PROGRAMA FOMENTO DE LA INVESTIGACIÓN TECNOLÓGICA
2007;I;3;39;39031;C.Mº SAN. GUIA SALUD;CONVENIO MINISTERIO SANIDAD - GUÍA DE SALUD
2007;I;3;39;39032;CONV.MºM.A.SUELOS.C;CONVENIO MINISTERIO MEDIO AMBIENTE - SUELOS CONTAMINADOS
2007;I;3;39;39033;RUTAS LITERARIAS;RUTAS LITERARIAS
2007;I;3;39;39034;INFRAESTR.  I.N.I.A.;INFRAESTRUCTURAS I.N.I.A.
2007;I;3;39;39035;INC.DOCTORES INIA;INCORPORACIÓN DE DOCTORES. I.N.I.A.
2007;I;3;39;39036;IGNAC. ELAB.ORTOFOTO;INSTITUTO GEOGRÁFICO NACIONAL - ELABORACIÓN ORTOFOTO
2007;I;3;39;39037;MEC PLAN NAC. INVEST.;MINISTERIO DE EDUCACIÓN Y CIENCIA - PLAN NACIONAL DE INVESTIGACIÓN
2007;I;3;39;39038;CONF SECT DE LA MUJER;CONFERENCIA SECTORIAL DE LA MUJER
2007;I;3;39;39039;CONV. INST.DE LA MUJER;CONVENIO CON EL INSTITUTO DE LA MUJER
2007;I;3;39;39040;PLAN FORM. CONT. INAP;PLAN FORMACIÓN  CONTINUA  INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA
2007;I;3;39;39041;CONV.MºCULT.INVENT.BIENES;CONVENIO CON EL MINISTERIO DE CULTURA PARA REALIZACIÓN DEL INVENTARIO GENERAL DE BIENES MUEBLES DEL PATRIMONIO HISTÓRICO ESPAÑOL EN POSESIÓ  DE INSTITUCIONES ECLESIÁSTICAS
2007;I;3;39;39042;CSD CTROS TECNIF. DEP.;CONSEJO SUPERIOR DE DEPORTES PARA CENTROS DE TECNIFICACIÓN DEPORTIVA
2007;I;3;39;39043;CSD CONSTUCC.PABELLÓN;CENTRO SUPERIOR DE DEPORTES. CONVENIO PARA LA REALIZACIÓN DE PABELLONES DEPORTIVOS
2007;I;3;39;39044;PLAN NACIONAL INVESTIG.;PLAN NACIONAL DE INVESTIGACIÓN
2007;I;3;39;39045;C.S.EDUC. INTERNET AULA;CONFERENCIA SECTORIAL DE EDUCACIÓN. PROGRAMA INTERNET EN EL AULA
2007;I;3;39;39046;ACOG.,INTEGR EDUCAC INMIG;CONVENIO CON Mº TRABAJO Y ASUNTOS SOCIALES PARA ACOGIDA, INTEGRACIÓN Y REFUERZO EDUCATIVO DE LA POBLACIÓN INMIGRANTE
2007;I;3;39;39047;PROG.APOYO CTROS EDUCATIV;CONVENIO CON Mº EDUCACIÓN Y CIENCIA EN MATERIA DE APLICACIÓN DE PROGRAMAS DE APOYO A CENTROS DE EDUCACIÓN PRIMARIA Y SECUNDARIA (P.R.O.A.)
2007;I;3;39;39048;C.Mº.IND. PLAN AVANZA;CONVENIO CON EL MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO PARA FOMENTO DE LAS TIC. PLAN AVANZA.
2007;I;3;39;39049;PROG. USO RAC. MEDICAMENT;PROGRAMA USO RACIONAL DEL MEDICAMENTO
2007;I;3;39;39050;AHORRO Y DIVERS. ENERGET.;FOMENTO DEL AHORRO Y DIVERSIFICACIÓN ENERGÉTICA
2007;I;3;39;39051;CONV.MºEDUC.DIFUS.F.P.;CONVENIO CON EL MINISTERIO DE EDUCACIÓN Y CIENCIA. DIFUSIÓN FORMACIÓN PROFESIONAL
2007;I;3;39;39052;CONV. CNIG S.INF.OC.SUELO;CONVENIO CON EL CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA PARA ELABORACIÓN DE UN SISTEMA DE INFORMACIÓN SOBRE OCUPACIÓN DEL SUELO
2007;I;3;39;39053;PROYECTOS INVESTIGACIÓN;FINANCIACIÓN DE LA AGE PROYECTOS  INVESTIGACIÓN
2007;I;3;39;39054;AY.P. VÍCT.VIOL.GÉN. EMPL;AYUDAS PÚBLICAS A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO CON ESPECIALES DIFICULTADES DE EMPLEO
2007;I;3;39;39055;C.S. EDUC. BIBLIOT. ESCOL;CONFERENCIA SECTORIAL DE EDUCACIÓN - BIBLIOTECAS ESCOLARES
2007;I;3;39;39056;IGUALDAD OPORT.JÓVENES;IGUALDAD OPORTUNIDADES LOS/LAS JÓVENES
2007;I;3;39;39057;CSE FINANC. 2º CICLO INF.;CSE FINANCIACIÓN 2º CICLO EDUCACIÓN INFANTIL
2007;I;3;39;39058;C.Mº CULT ADQ.FDO BIBLIOG;CONVENIO CON EL MINISTERIO DE CULTURA PARA DISTRIBUCIÓN DE CRÉDITO PARA LA ADQUISICIÓN DE FONDO BIBLIOGRÁFICO DE BIBLIOTECAS MUNICIPALES
2007;I;3;39;39059;C.S.EDUC. LIBROS Y MATER.;CONFERENCIA SECTORIAL DE EDUCACIÓN - PROGRAMA DE LIBROS Y MATERIAL ESCOLAR
2007;I;3;39;39060;Mº EDUC.ESP.EUR.EDUC.SUP;Mº EDUC. ADAPTACIÓN DE LAS INSTITUCIONES UNIVERSITARIAS AL ESPACIO EUROPEO DE EDUCACIÓN SUPERIOR
2007;I;3;39;39061;CONV ACCS. AUTOBUSES INT;CONVENIO ACCS. AUTOBUSES INTERURBANO
2007;I;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2007;I;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
