EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2009;I;3;36;36003;CSMA ORD PA FORESTAL;CONFERENCIA SECTORIAL MEDIO AMBIENTE - ORDENACIÓN Y MEJORA DEL PATRIMONIO FORESTAL
2009;I;3;36;36004;CSMA PR LUCHA IN FOR;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PREVENCIÓN Y LUCHA CONTRA INCENDIOS FORESTALES Y AGENTES NOCIVOS
2009;I;3;36;36005;CSMA APR RAC PAT NAT;CONFERENCIA SECTORIAL MEDIO AMBIENTE - APROVECHAMIENTO RACIONAL DEL PATRIMONIO NATURAL
2009;I;3;36;36006;CSMA C BIODIVERSIDAD;CONFERENCIA SECTORIAL MEDIO AMBIENTE - CONSERVACIÓN BIODIVERSIDAD (VIDA SILVESTRE)
2009;I;3;36;36007;CSMA PROY.LIFE;CONFERENCIA SECTORIAL MEDIO AMBIENTE - PROYECTO LIFE
2009;I;3;36;36008;CSMA AREA INF. PARQ.NAC.;CONFERENCIA SECTORIAL MEDIO AMBIENTE - ÁREAS DE INFLUENCIA DE PARQUES NACIONALES
2009;I;3;36;36009;Act. Reservas Biosfera;Actuaciones en las Reservas de la Biosfera
2009;I;3;39;39001;PLANES DE VIVIENDA;PLANES DE VIVIENDA
2009;I;3;39;39002;SEGURIDAD MINERA;SEGURIDAD MINERA
2009;I;3;39;39003;PROY INVEST I.N.I.A.;PROYECTOS DE INVESTIGACIÓN (I.N.I.A.)
2009;I;3;39;39004;PLAN MOD COMER INT;PLAN MODERNIZACIÓN COMERCIO INTERIOR
2009;I;3;39;39005;JUB REESTRUCT EMPR;AYUDAS A JUBILACIÓN Y REESTRUCTURACIÓN DE EMPRESAS
2009;I;3;39;39006;INTEGR SOC INMIGRANT;PLAN INTEGRACIÓN SOCIAL INMIGRANTES
2009;I;3;39;39007;EMPLEO COOPERATIVAS;APOYO CREACIÓN EMPLEO COOPERATIVAS
2009;I;3;39;39008;PLA TRAB CN FORM OCU;PLANES DE TRABAJO DE LOS CENTROS NACIONALES DE FORMACIÓN OCUPACIONAL
2009;I;3;39;39009;SEGUNDA ESTACION AVE;SEGUNDA ESTACION AVE
2009;I;3;39;39010;OF PLANES VIVIENDA;OFICINAS PLANES DE VIVIENDA
2009;I;3;39;39011;LESIONES ESTRUC EDIF;LESIONES ESTRUCTURALES EDIFICIOS
2009;I;3;39;39012;CONV REHAB VIVIENDAS;CONVENIO REHABILITACION FUNCIONAL EDIFICIOS VIVIENDAS
2009;I;3;39;39013;CONS COMP PYME;PLAN CONSOLIDACIÓN Y COMPETITIVIDAD P.Y.M.E.
2009;I;3;39;39014;MANT CENTROS SANITAR;MANTENIMIENTO DE CENTROS SANITARIOS
2009;I;3;39;39015;DONACIÓN Y TRASP ÓRG;FOMENTO DE LA DONACIÓN Y TRASPLANTE DE ÓRGANOS
2009;I;3;39;39016;JUNTA ARBITRAL CONS;JUNTA ARBITRAL DE CONSUMO
2009;I;3;39;39017;PROGRAMA PREV SIDA;PROGRAMA PREVENCIÓN SIDA
2009;I;3;39;39018;PREV ASIST REINS TOX;PREVENCIÓN, ASISTENCIA Y REINSERCIÓN DE TOXICÓMANOS
2009;I;3;39;39019;PREV ENF EMERGENTES;PREVENCIÓN ENFERMEDADES EMERGENTES
2009;I;3;39;39020;INVEST IN CARLOS III;PROYECTOS DE INVESTIGACIÓN DEL INSTITUTO CARLOS III
2009;I;3;39;39021;JUB PERS DOC 9 LOGSE;JUBILACIONES PERSONAL DOCENTE ( D.T. 9ª LOGSE)
2009;I;3;39;39022;NUEVAS TEC EDUCACION;NUEVAS TECNOLOGIAS EDUCACION
2009;I;3;39;39023;GUARDERÍAS INF;GUARDERÍAS INFANTILES
2009;I;3;39;39024;ESCUELAS VIAJERAS;ESCUELAS VIAJERAS
2009;I;3;39;39025;PUEBLOS ABANDONADOS;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS
2009;I;3;39;39026;CATAL COL PATR BIBL;CATALOGO COLECTIVO PATRIMONIO BIBLIOGRAFICO
2009;I;3;39;39027;POL.COHES.SALUD;POLÍTICAS DE COHESIÓN Y ESTRATEGIAS DE SALUD
2009;I;3;39;39028;CONV.REST.IGLESIAS;CONVENIO PARA RESTAURACIÓN DE IGLESIAS
2009;I;3;39;39029;TERUEL DIGITAL;PROYECTO TERUEL DIGITAL
2009;I;3;39;39030;Mº IND. PROY.PROFIT;MINISTERIO DE INDUSTRIA - PROGRAMA FOMENTO DE LA INVESTIGACIÓN TECNOLÓGICA
2009;I;3;39;39031;C.Mº SAN. GUIA SALUD;CONVENIO MINISTERIO SANIDAD - GUÍA DE SALUD
2009;I;3;39;39032;CONV.MºM.A.SUELOS.C;CONVENIO MINISTERIO MEDIO AMBIENTE - SUELOS CONTAMINADOS
2009;I;3;39;39033;RUTAS LITERARIAS;RUTAS LITERARIAS
2009;I;3;39;39034;INFRAESTR.  I.N.I.A.;INFRAESTRUCTURAS I.N.I.A.
2009;I;3;39;39035;INC.DOCTORES INIA;INCORPORACIÓN DE DOCTORES. I.N.I.A.
2009;I;3;39;39036;IGNAC. ELAB.ORTOFOTO;INSTITUTO GEOGRÁFICO NACIONAL - ELABORACIÓN ORTOFOTO
2009;I;3;39;39037;MEC PLAN NAC. INVEST.;MINISTERIO DE EDUCACIÓN Y CIENCIA - PLAN NACIONAL DE INVESTIGACIÓN
2009;I;3;39;39038;CONF SECT DE LA MUJER;CONFERENCIA SECTORIAL DE LA MUJER
2009;I;3;39;39039;CONV. I. MUJER PROG.ES;CONVENIO CON EL INSTITUTO DE LA MUJER
2009;I;3;39;39040;PLAN FORM. CONT. INAP;PLAN FORMACIÓN  CONTINUA  INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA
2009;I;3;39;39041;CONV.MºCULT.INVENT.BIENES;CONVENIO CON EL MINISTERIO DE CULTURA PARA REALIZACIÓN DEL INVENTARIO GENERAL DE BIENES MUEBLES DEL PATRIMONIO HISTÓRICO ESPAÑOL EN POSESIÓ  DE INSTITUCIONES ECLESIÁSTICAS
2009;I;3;39;39042;CSD CTROS TECNIF. DEP.;CONSEJO SUPERIOR DE DEPORTES PARA CENTROS DE TECNIFICACIÓN DEPORTIVA
2009;I;3;39;39043;CSD CONSTUCC.PABELLÓN;CENTRO SUPERIOR DE DEPORTES. CONVENIO PARA LA REALIZACIÓN DE PABELLONES DEPORTIVOS
2009;I;3;39;39044;PLAN NACIONAL INVESTIG.;PLAN NACIONAL DE INVESTIGACIÓN
2009;I;3;39;39045;C.S.EDUC. INTERNET AULA;CONFERENCIA SECTORIAL DE EDUCACIÓN. PROGRAMA INTERNET EN EL AULA
2009;I;3;39;39046;ACOG.,INTEGR EDUCAC INMIG;CONVENIO CON Mº TRABAJO Y ASUNTOS SOCIALES PARA ACOGIDA, INTEGRACIÓN Y REFUERZO EDUCATIVO DE LA POBLACIÓN INMIGRANTE
2009;I;3;39;39047;PROG.APOYO CTROS EDUCATIV;CONVENIO CON Mº EDUCACIÓN Y CIENCIA EN MATERIA DE APLICACIÓN DE PROGRAMAS DE APOYO A CENTROS DE EDUCACIÓN PRIMARIA Y SECUNDARIA (P.R.O.A.)
2009;I;3;39;39048;C.Mº.IND. PLAN AVANZA;CONVENIO CON EL MINISTERIO DE INDUSTRIA, TURISMO Y COMERCIO PARA FOMENTO DE LAS TIC. PLAN AVANZA.
2009;I;3;39;39049;PROG. USO RAC. MEDICAMENT;PROGRAMA USO RACIONAL DEL MEDICAMENTO
2009;I;3;39;39050;AHORRO Y DIVERS. ENERGET.;FOMENTO DEL AHORRO Y DIVERSIFICACIÓN ENERGÉTICA
2009;I;3;39;39051;CONV.MºEDUC.DIFUS.F.P.;CONVENIO CON EL MINISTERIO DE EDUCACIÓN Y CIENCIA. DIFUSIÓN FORMACIÓN PROFESIONAL
2009;I;3;39;39052;CONV. CNIG S.INF.OC.SUELO;CONVENIO CON EL CENTRO NACIONAL DE INFORMACIÓN GEOGRÁFICA PARA ELABORACIÓN DE UN SISTEMA DE INFORMACIÓN SOBRE OCUPACIÓN DEL SUELO
2009;I;3;39;39053;PROYECTOS INVESTIGACIÓN;FINANCIACIÓN DE LA AGE PROYECTOS  INVESTIGACIÓN
2009;I;3;39;39054;AY.P. VÍCT.VIOL.GÉN. EMPL;AYUDAS PÚBLICAS A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO CON ESPECIALES DIFICULTADES DE EMPLEO
2009;I;3;39;39055;C.S. EDUC. BIBLIOT. ESCOL;CONFERENCIA SECTORIAL DE EDUCACIÓN - BIBLIOTECAS ESCOLARES
2009;I;3;39;39056;IGUALDAD OPORT.JÓVENES;IGUALDAD OPORTUNIDADES LOS/LAS JÓVENES
2009;I;3;39;39057;CSE FINANC. 2º CICLO INF.;CSE FINANCIACIÓN 2º CICLO EDUCACIÓN INFANTIL
2009;I;3;39;39058;C.Mº CULT ADQ.FDO BIBLIOG;CONVENIO CON EL MINISTERIO DE CULTURA PARA DISTRIBUCIÓN DE CRÉDITO PARA LA ADQUISICIÓN DE FONDO BIBLIOGRÁFICO DE BIBLIOTECAS MUNICIPALES
2009;I;3;39;39059;C.S.EDUC. LIBROS Y MATER.;CONFERENCIA SECTORIAL DE EDUCACIÓN - PROGRAMA DE LIBROS Y MATERIAL ESCOLAR
2009;I;3;39;39060;Mº EDUC.ESP.EUR.EDUC.SUP;Mº EDUC. ADAPTACIÓN DE LAS INSTITUCIONES UNIVERSITARIAS AL ESPACIO EUROPEO DE EDUCACIÓN SUPERIOR
2009;I;3;39;39061;CONV ACCS. AUTOBUSES INT;CONVENIO ACCS. AUTOBUSES INTERURBANO
2009;I;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2009;I;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
2009;I;3;39;39064;Transf. MEC Conf. APAS;Transf. MEC Conf. APAS y otros colectivos
2009;I;3;39;39065;Prog. Prioritarios S y C;Programas Prioritarios Sanidad y Consumo
2009;I;3;39;39066;RECUPERA. ACEITES USADOS;RECUPERACIÓN ACEITES USADOS
2009;I;3;39;39067;PRÁCT. SEGURAS CTROS. SAN;PRÁCTICAS SEGURAS CENTROS SANITARIOS
2009;I;3;39;39068;RUTAS CIENTÍFICAS - MEC;RUTAS CIENTÍFICAS - MINISTERIO EDUCACIÓN Y CIENCIA
2009;I;3;39;39069;CONV. MTAS TRABAJ. EXPO;CONV. M. TRABAJO Y A. S. ACOGIDA TRABAJADORES EXPO
2009;I;3;39;39070;CONV. Mº FOM.OBRAS CARRET;CONVENIO Mº  FOMENTO OBRAS CARRETERAS
2009;I;3;39;39071;CONV.MºDEFENSA P.INC.LAB.;CONVENIO MINISTERIO DE DEFENSA. PROGRAMA DE INCORPORACIÓN LABORAL
2009;I;3;39;39072;CONV. MEC DES. TECNOLOGIC;CONV. MºEC-CA IMPULSO ACTIVIDADES DESARROLLO TECNOLÓGICO
2009;I;3;39;39073;AY. PRESERV. PATRI. DIGIT;AYUDAS PARA LA PRESERVACIÓN PATRIMONIO DIGITAL
2009;I;3;39;39074;BIBLIOTECA VIRTUAL ARAGÓN;BIBLIOTECA VIRTUAL ARAGÓN
2009;I;3;39;39075;CONV.SALUD BUCODENTAL INF;CONVENIO SALUD BUCODENTAL INFANTIL
2009;I;3;39;39076;PROYECTO REALTH - SAS;PROYECTO REALTH - SAS
2009;I;3;39;39077;MARM - PLAN INTEGRAL AGUA;MINISTERIO MEDIO AMBIENTE Y MEDIO RURAL Y MARINO - PLAN INTEGRAL DEL AGUA
2009;I;3;39;39078;CNIG P.N.ORTOFOTO.AEREA;CONVENIO CNIG PARA DESARROLLO DEL PLAN NACIONAL DE ORTOFOTOGRAFÍA AÉREA
2009;I;3;39;39079;SUBV.SP.EMPLEO EST. TXTIL;SUBVENCIONES PARA ADAPTACIÓN LABORAL DEL SECTOR TEXTIL Y CONFECCIÓN A LOS CAMBIOS ESTRUCTURALES EN EL COMERCIO MUNDIAL
2009;I;3;39;39080;CONV. I. MUJER PROG.CLARA;CONVENIO ENTRE EL INSTITUTO DE LA MUJER Y EL INSTITUTO ARAGONÉS DE LA MUJER PARA EL DESARROLLO DEL PROGRAMA CLARA
2009;I;3;39;39081;CONV.EDUC.INFANTIL;CONVENIOS EDUCACIÓN INFANTIL (Mº EPSyD)
2009;I;3;39;39082;CONV. EST. C. PALIATIVOS;CONVENIO ESTRATEGIA EN CUIDADOS PALIATIVOS
2009;I;3;39;39083;CONV. EST. PARTO NORMAL;CONVENIO ESTRATEGIA DE ATENCIÓN AL PARTO NORMAL
2009;I;3;39;39084;CONV. ACT. VIOLENCIA GEN.;CONVENIO ACTIVIDADES SOBRE LA VIOLENCIA DE GÉNERO
2009;I;3;39;39085;CONV. COM. DES. SOST.;CONVENIO COMARCAS DESARROLLO SOSTENIBLE
2009;I;3;39;39086;REDUCCIÓN EMISIONES;REDUCCIÓN EMISIONES GESTIÓN DE RESIDUOS
2009;I;3;39;39087;PRACT. SEGURAS C.SANITARI;IMPULSO PRACTICAS SEGURAS EN CENTROS SANITARIOS
2009;I;3;39;39088;ESTRAT. SALUD MENTAL;ESTRATEGIA DE SALUD MENTAL
2009;I;3;39;39089;PLAN-E DEPENDENCIA;FONDO ESPECIAL PLAN-E DEPENDENCIA
2009;I;3;39;39090;CONVENIO Mº INDUSTRIA TDT;CONVENIO CON Mº INDUSTRIA TRANSICION TDT
2009;I;3;39;39091;Cnv.MICINN Fom.Parq.CyTec;Convenio MICINN Fomento Parques Científicos y Tecnológicos
2009;I;3;39;39092;CONF. SEC. DE IGUALDAD;CONFERENCIA SECTORIAL DE IGUALDAD
2009;I;3;39;39093;Proy. Escuela 2.0.;Proyecto Escuela 2.0.
2009;I;3;39;39094;Convenio MICINN LMA;Convenio MICINN LMA
2009;I;3;39;39095;Conv Ministerio Igualdad;Convenio Ministerio de Igualdad
2009;I;3;39;39096;CONV M ED ACT CAT. TIT FP;CONVENIO Mº ED. ACTUALIZACIÓN CATÁLOGO TÍTULOS FP
2009;I;3;39;39097;P.REEDUCACIÓN MALTRATADOR;PROGRAMA DE REEDUCACIÓN DE MALTRATADORES
2009;I;3;39;39098;INTERN. CULT. ESPAÑOLA;INTERNACIONALIZACIÓN DE LA CULTURA ESPAÑOLA (MAE)
2009;I;3;39;39099;PROGRAMA ARCE M. EDUC.;PROGRAMA ARCE MINISTERIO DE EDUCACIÓN
2009;I;5;51;51001;MANT. COLEGIOS PÚBLICOS;
2009;I;5;51;51006;AMPL.RED TTES INSTITUC.;AMPLIACIÓN RED DE TRANSPORTE INSTITUCIONAL
2009;I;5;51;51007;DPH centro truficultura;DPH CENTRO DE INVESTIGACIÓN Y EXPERIMENTACIÓN DE TRUFICULTURA
2009;I;5;52;52001;CONV. PROY. SIGEM;CONVENIO PROYECTO SIGEM
2009;I;5;53;53001;Ayuntamiento Zaragoza;
2009;I;5;55;55001;SUBV INAEM ESC TALL;SUBVENCIÓN INAEM PARA ESCUELAS TALLER
2009;I;5;55;55002;CONV. CON EL SALUD;CONVENIO INVESTIGACIÓN CON SALUD
2009;I;5;55;55003;SUBV INAEM OR.Y AUTOEMPL.;SUBVENCIONES DEL INAEM: ORIENTACIÓN PROFESIONAL DEL EMPLEO Y AUTOEMPLEO
2009;I;5;55;55004;T.IACS ENSAYOS CLÍNICOS;TRANSFERENCIA DEL.INSTITUTO ARAGONÉS DE CIENCIAS DE LA SALUD - ENSAYOSCLÍNICOS
2009;I;5;55;55005;FORM. CONTINUA M.I.R;FORMACIÓN CONTINUA DE MÉDICOS INTERNOS RESIDENTES
2009;I;5;55;55006;Grupos Investig. SALUD;GRUPOS INVESTIGACIÓN SALUD
2009;I;5;55;55007;PROY.INV.CONV.COMP.DGA;PROYECTOS DE INVESTIGACIÓN. CONVOCATORIAS COMPETITIVAS DIPUTACIÓN GENERAL DE ARAGÓN
2009;I;5;55;55008;SUBV INAEM CONTRATAC.;SUBV INAEM CONTRATACIÓN DESEMPLEADOS OBRAS INT GRA
2009;I;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2009;I;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIÓN DE FONDO BIBLIOGRÁFICO
2009;I;7;71;71003;Conv. Ibercaja Atlas var.;Convenio con Ibercaja para realización del Atlas de variaciones de la práctica médica en el Sistema Nacional de Salud
2009;I;7;71;71004;Patrocinio Juegos Escolar;Patrocinio Juegos Escolares de Aragon
2009;I;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID- RESTAURACIÓN DEL MONASTERIO DE SIJENA
2009;I;7;71;71006;CARNÉ JOVEN;CARNÉ JOVEN - APORTACIÓN CAI IBERCAJA
2009;I;7;71;71007;CONV. IBERCAJA DEPENDEN.;CONVENIO CON IBERCAJA PARA ACTUACIONES DIRIGIDAS AL COLECTIVO DE PERSONAS DEPENDIENTES - CONSTRUCCIÓN Y EQUIPAMIENTO DE CENTRO DE DÍA Y HOGAR EN VALDEFIERRO Y PICARRAL
2009;I;7;71;71008;LA CAIXA MEDIOAMB Y SOSTE;LA CAIXA MEDIO AMBIENTE Y SOSTENIBILIDAD
2009;I;7;71;71009;CONV. IBERCAJA CENTROS IN;CONVENIO IBERCAJA CENTROS INTERPRETACION
2009;I;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACÉUTICOS - ENSAYOS CLÍNICOS
2009;I;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2009;I;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2009;I;7;72;72004;AS.ESP.TOXICOLOGÍA;ASOCIACIÓN ESPAÑOLA DE TOXICOLOGÍA
2009;I;7;72;72005;FUND.LA MARATO TV3;FUNDACIÓN LA MARATO TV3
2009;I;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIÓN MUTUA MADRILEÑA
2009;I;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2009;I;7;72;72008;HERENCIA ELÍAS MARTÍNEZ S;HERENCIA ELÍAS MARTÍNEZ SANTIAGO
2009;I;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2009;I;7;72;72010;HERENC.HOSP.NªSªGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nª SRª DE GRACIA
2009;I;7;72;72011;FECYT AÑO DE LA CIENCIA;FECYT AÑO DE LA CIENCIA
2009;I;9;91;91001;REC. PROPIOS COFIN.;RECURSOS PROPIOS COFINANCIADORES
2009;I;9;91;91002;RECURSOS PROPIOS;RECURSOS PROPIOS
2009;I;9;91;91003;ING.FINANC.INCOND.;INGRESOS. FINANCIACIÓN INCONDICIONADA
2009;I;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERÍA NO AFECTADO
