EJERCICIO;GRUPO;FUNCION;D;SUBFUNCION;F;PROGRAMA;H;DESCRIPCION CORTA;DESCRIPCION LARGA
2016;6;62;FALSE;623;FALSE;;TRUE;Comercio Exterior;Comercio Exterior
2016;6;62;FALSE;623;FALSE;6231;FALSE;Comerc Ext. y Rel.Ec. Int;Comercio Exterior y Relaciones Econmicas Inter
2016;6;63;FALSE;;FALSE;;TRUE;Actividad Financiera;Actividad Financiera
2016;6;63;FALSE;631;TRUE;;TRUE;Administracin Financiera;Administracin Financiera
2016;6;63;FALSE;631;FALSE;6311;FALSE;Gestin e Inspec Tributos;Gestin e Inspeccin de Tributos
2016;6;63;FALSE;631;FALSE;6312;FALSE;Control Interno y Contab;Control Interno y Contabilidad
2016;6;63;FALSE;631;FALSE;6313;FALSE;Gestin del Patrimonio;Gestin del Patrimonio
2016;6;63;FALSE;631;FALSE;6314;FALSE;Gestin de Tesorera;Gestin de Tesorera
2016;6;63;FALSE;631;FALSE;6315;FALSE;Estudios Econ y Regulaci;Estudios Econmicos y Regulacin
2016;6;64;FALSE;;FALSE;;TRUE;Otras act. carcter econ.;Otras actuaciones de carcter econmico
2016;6;64;FALSE;641;TRUE;;TRUE;Junta Contratacin Adtva.;Junta de Contratacin Administrativa
2016;6;64;FALSE;641;FALSE;6411;FALSE;Jta Cons. Contr.Ad y Reg;Jta Consultiva Contratacin Admtva y Registros
2016;6;64;FALSE;642;FALSE;;TRUE;Defensa Competencia;Defensa de la Competencia
2016;6;64;FALSE;642;FALSE;6421;FALSE;Acts. Defensa Competencia;Actuaciones en materia de Defensa de Competencia
2016;7;;TRUE;;FALSE;;TRUE;Reg Econ Sect Productivos;Regulacin Econmica de Sectores Productivos
2016;7;71;FALSE;;TRUE;;TRUE;Agricultura y Ganadera;Agricultura y Ganadera
2016;7;71;FALSE;711;TRUE;;TRUE;Ad.G Desarrollo Rural y Sostenibilidad;Adm.Gener. Desarrollo Rural y Sostenibilidad
2016;7;71;FALSE;711;FALSE;7111;FALSE;Serv.Gen. Desarrollo Rural y Sostenibilidad;Serv.Gen. Desarrollo Rural y Sostenibilidad
2016;7;71;FALSE;712;FALSE;;TRUE;Promocin Poblacin Rural;Promocin de la Poblacin Rural
2016;7;71;FALSE;712;FALSE;7121;FALSE;Dllo Agroalim y Fmto Asoc;Desarrollo Agroalimentario y Fomento Asociativo
2016;7;71;FALSE;712;FALSE;7122;FALSE;Coordinacin y Gestin de Servicios Agroambientale;Coordinacin y Gestin de Servicios Agroambient.
2016;7;71;FALSE;712;FALSE;7123;FALSE;Produccin Agraria y Gestin de Ayudas;Produccin Agraria y Gestin de Ayudas
2016;7;71;FALSE;712;FALSE;7128;FALSE;Poltica Agraria Comunitaria;Poltica Agraria Comunitaria
2016;7;71;FALSE;716;FALSE;;TRUE;Calidad y Seguridad Alimentaria;Calidad y Seguridad Alimentaria
2016;7;71;FALSE;716;FALSE;7161;FALSE;Calidad y Seguridad Alimentaria;Calidad y Seguridad Alimentaria
2016;7;72;FALSE;;FALSE;;TRUE;Industria;Industria
2016;7;72;FALSE;722;TRUE;;TRUE;Act Admtvas sobre Industria;Actuaciones Administrativas sobre Industria
2016;7;72;FALSE;722;FALSE;7221;FALSE;Act Admtvas sobre Industria;Actuaciones Administrativas sobre Industria
2016;7;72;FALSE;723;FALSE;;TRUE;Apoyo a la PYME;Apoyo a la Pequea y Mediana Empresa
2016;7;72;FALSE;723;FALSE;7231;FALSE;Fomento Industrial;Fomento Industrial
2016;7;73;FALSE;;FALSE;;TRUE;Energa y Minas;Energa y Minas
2016;7;73;FALSE;731;TRUE;;TRUE;Planif y Prod Energ y Minas;Planificacin y Produccin Energtica y Minera
2016;7;73;FALSE;731;FALSE;7311;FALSE;Fmto y Gestin Energtica;Fomento y Gestin Energtica
2016;7;73;FALSE;731;FALSE;7312;FALSE;Apoyo a la Minera;Apoyo a la Minera
2016;7;75;FALSE;;FALSE;;TRUE;Turismo;Turismo
2016;7;75;FALSE;751;TRUE;;TRUE;Ordcin y Prom Turstica;Ordenacin y Promocin Turstica
2016;7;75;FALSE;751;FALSE;7511;FALSE;Ordcin y Prom y Fmto Turismo;Ordenacin, Promocin y Fomento del Turismo
2016;9;;TRUE;;FALSE;;TRUE;Transfer a otras AA.PP.;Transferencias a otras Administraciones Pblicas
2016;9;91;FALSE;;TRUE;;TRUE;Transfer AA.PP. Territ;Transferencias a AA.PP. Territoriales
2016;9;91;FALSE;911;TRUE;;TRUE;Transfer AA.PP. Comarcal;Transferencias a Administraciones Comarcales
2016;9;91;FALSE;911;FALSE;9111;FALSE;Transfer AA.PP. Comarcal;Transferencias a Administraciones Comarcales
2016;9;91;FALSE;911;FALSE;9112;FALSE;Cohesin Comarcal;Cohesin Comarcal
