EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2006;18020;D.G. de F.P. y Educación Permanente;Dirección General de Formación Profesional y Educación Permanente
2006;1803;D.G. de Administración Educativa;Dirección General de Administración Educativa
2006;18030;D.G. de Administración Educativa;Dirección General de Administración Educativa
2006;1804;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2006;18040;Dirección General de Gestión de Personal;Dirección General de Gestión de Personal
2006;1805;Dirección General de Política Educativa;Dirección General de Política Educativa
2006;18050;Dirección General de Política Educativa;Dirección General de Política Educativa
2006;1806;Dirección General de Cultura;Dirección General de Cultura
2006;18060;Dirección General de Cultura;Dirección General de Cultura
2006;1807;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2006;18070;Dirección General de Patrimonio Cultural;Dirección General de Patrimonio Cultural
2006;1808;Dirección General de Deporte;Dirección General de Deporte
2006;18080;Dirección General de Deporte;Dirección General de Deporte
2006;19;Medio Ambiente;Medio Ambiente
2006;1900;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2006;19000;Ingresos de Medio Ambiente;Ingresos de Medio Ambiente
2006;1901;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2006;19010;S.G.T. de Medio Ambiente;Secretaría General Técnica de Medio Ambiente
2006;1902;Dirección General del Medio Natural;Dirección General del Medio Natural
2006;19020;Dirección General del Medio Natural;Dirección General del Medio Natural
2006;1903;Dirección General de Calidad Ambiental;Dirección General de Calidad Ambiental
2006;19030;Dirección General de Calidad Ambiental;Dirección General de Calidad Ambiental
2006;1904;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2006;19040;D.G. Desarrollo Sostenible y Biodiversid;Dirección General de Desarrollo Sostenible y Biodiversidad
2006;20;Servicios Sociales y Familia;Servicios Sociales y Familia
2006;2000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2006;20000;Ingresos de Servicios Sociales y Familia;Ingresos de Servicios Sociales y Familia
2006;2001;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2006;20010;S.G.T. de Servicios Sociales y Familia;Secretaría General Técnica de Servicios Sociales y Familia
2006;20011;SSyF-Servicio Provincial de Huesca;No operativa
2006;20012;SSyF-Servicio Provincial de Teruel;SSyF - Servicio Provincial de Teruel
2006;2002;Dirección General de Familia;Dirección General de Familia
2006;20020;Dirección General de Familia;Dirección General de Familia
2006;2003;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2006;20030;Dirección General Atención Dependencia;Dirección General de Atención a la Dependencia
2006;2004;D.G. Inmigración y Coop. al Desarrollo;Dirección General de Inmigración y Cooperación al Desarrollo
2006;20040;D.G. Inmigración y Coop. al Desarrollo;D.G. Inmigración y Cooperación al Desarrollo
2006;2010;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2006;20100;Instituto Aragonés de la Mujer;Instituto Aragonés de la Mujer
2006;2012;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2006;20120;Instituto Aragonés de la Juventud;Instituto Aragonés de la Juventud
2006;26;A las Administraciones Comarcales;A las Administraciones Comarcales
2006;2600;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2006;26000;"Ingresos de ""A las Adm. Comarcales""";"Ingresos de ""A las Administraciones Comarcales"""
2006;2601;Comarca de la Jacetania;Comarca de la Jacetania
2006;26010;Comarca de la Jacetania;Comarca de la Jacetania
2006;2602;Comarca del Alto Gállego;Comarca del Alto Gállego
2006;26020;Comarca del Alto Gállego;Comarca del Alto Gállego
2006;2603;Comarca de Sobrarbe;Comarca de Sobrarbe
2006;26030;Comarca de Sobrarbe;Comarca de Sobrarbe
2006;2604;Comarca de la Ribagorza;Comarca de la Ribagorza
2006;26040;Comarca de la Ribagorza;Comarca de la Ribagorza
2006;2605;Comarca de Cinco Villas;Comarca de Cinco Villas
2006;26050;Comarca de Cinco Villas;Comarca de Cinco Villas
2006;2606;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2006;26060;Comarca Hoya de Huesca/ Plana de Uesca;Comarca de Hoya de Huesca / Plana de Uesca
2006;2607;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2006;26070;Comarca de Somontano de Barbastro;Comarca de Somontano de Barbastro
2006;2608;Comarca de Cinca Medio;Comarca de Cinca Medio
2006;26080;Comarca de Cinca Medio;Comarca de Cinca Medio
2006;2609;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2006;26090;Comarca de la Litera/ La Llitera;Comarca de la Litera / La Llitera
2006;2610;Comarca de los Monegros;Comarca de los Monegros
2006;26100;Comarca de los Monegros;Comarca de los Monegros
2006;2611;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2006;26110;Comarca del Bajo Cinca/ Baix Cinca;Comarca del Bajo Cinca / Baix Cinca
2006;2612;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2006;26120;Comarca de Tarazona y el Moncayo;Comarca de Tarazona y el Moncayo
2006;2613;Comarca de Campo de Borja;Comarca de Campo de Borja
2006;26130;Comarca de Campo de Borja;Comarca de Campo de Borja
2006;2614;Comarca del Aranda;Comarca del Aranda
2006;26140;Comarca del Aranda;Comarca del Aranda
2006;2615;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2006;26150;Comarca de la Ribera Alta del Ebro;Comarca de la Ribera Alta del Ebro
2006;2616;Comarca de Valdejalón;Comarca de Valdejalón
2006;26160;Comarca de Valdejalón;Comarca de Valdejalón
2006;2617;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2006;26170;Delimitación Comarcal de Zaragoza;Comarca de Zaragoza
2006;2618;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2006;26180;Comarca de la Ribera Baja del Ebro;Comarca de la Ribera Baja del Ebro
2006;2619;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2006;26190;Comarca Bajo Aragón-Caspe;Comarca Bajo Aragón-Caspe / Baix-Aragó-Casp
2006;2620;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2006;26200;Comarca de la Comunidad de Calatayud;Comarca de la Comunidad de Calatayud
2006;2621;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2006;26210;Comarca de Campo de Cariñena;Comarca de Campo de Cariñena
2006;2622;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2006;26220;Comarca de Campo de Belchite;Comarca de Campo de Belchite
2006;2623;Comarca del Bajo Martín;Comarca del Bajo Martín
2006;26230;Comarca del Bajo Martín;Comarca del Bajo Martín
2006;2624;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2006;26240;Comarca de Campo de Daroca;Comarca de Campo de Daroca
2006;2625;Comarca del Jiloca;Comarca del Jiloca
2006;26250;Comarca del Jiloca;Comarca del Jiloca
2006;2626;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2006;26260;Comarca de Cuencas Mineras;Comarca de Cuencas Mineras
2006;2627;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2006;26270;Comarca de Andorra- Sierra de Arcos;Comarca de Andorra - Sierra de Arcos
2006;2628;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2006;26280;Comarca del Bajo Aragón;Comarca del Bajo Aragón
2006;2629;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2006;26290;Comarca de la Comunidad de Teruel;Comarca de la Comunidad de Teruel
2006;2630;Comarca de Maestrazgo;Comarca de Maestrazgo
2006;26300;Comarca de Maestrazgo;Comarca de Maestrazgo
2006;2631;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2006;26310;Comarca de la Sierra de Albarracín;Comarca de la Sierra de Albarracín
2006;2632;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2006;26320;Comarca de Gúdar- Javalambre;Comarca de Gúdar - Javalambre
2006;2633;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2006;26330;Comarca del Matarraña/ Matarranya;Comarca del Matarraña / Matarranya
2006;2634;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2006;26340;Fondo de Cohesión Comarcal;Fondo de Cohesión Comarcal
2006;30;Diversos Departamentos;Diversos Departamentos
2006;3000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2006;30000;"Ingresos de ""Diversos Departamentos""";"Ingresos de ""Diversos Departamentos"""
2006;3001;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2006;30010;S.G.T. de Economía, Hacienda y Empleo;Secretaría General Técnica de Economía, Hacienda y Empleo
2006;3002;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2006;30020;D.G. Presupuestos,Tesorería y Patrimonio;Dirección General Presupuestos,Tesorería y Patrimonio
2006;3003;Dirección General de Política Económica;Dirección General de Política Económica
2006;30030;Dirección General de Política Económica;Dirección General de Política Económica
2006;3004;Empresas Públicas y participadas;Empresas Públicas y participadas
2006;30040;Empresas Públicas y participadas;Empresas Públicas y participadas
2006;3005;Dirección General de Tributos;Dirección General de Tributos
2006;30050;Dirección General de Tributos;Dirección General de Tributos
2006;3008;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2006;30080;Exposición Internacional Zaragoza 2008;Exposición Internacional Zaragoza 2008
2006;3011;A AST;
2006;30110;a AST;
2006;3013;OBRAS PÚBLICAS;Obras Públicas
2006;30130;OBRAS PÚBLICAS;Obras Públicas
2006;51;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2006;5100;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2006;51000;Ingresos del Inst. Aragonés de Empleo;Ingresos del Instituto Aragonés de Empleo
2006;5101;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2006;51010;Instituto Aragonés de Empleo;Instituto Aragonés de Empleo
2006;51011;INAEM - Servicio Provincial de Huesca;INAEM - Servicio Provincial de Huesca
2006;51012;INAEM - Servicio Provincial de Teruel;INAEM - Servicio Provincial de Teruel
2006;51013;INAEM - Servicio Provincial de Zaragoza;INAEM - Servicio Provincial de Zaragoza
2006;52;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2006;5200;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2006;52000;Ingresos del Servicio Aragonés de Salud;Ingresos del Servicio Aragonés de Salud
2006;5201;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2006;52010;Servicio Aragonés de Salud;Servicio Aragonés de Salud
2006;5205;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2006;52050;Ctro. Gestión Integrada Proyectos Corp.;Centro de Gestión Integrada Proyectos Corporativos
2006;5206;Gerencia 061 Aragon;Gerencia 061 Aragon
2006;52061;Gerencia 061 Aragon;Gerencia 061 Aragon
2006;52AL;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2006;52AL1;Gerencia Sector Alcañiz;Gerencia Sector Alcañiz
2006;52AL2;Hospital de  Alcañiz;Hospital de  Alcañiz
2006;52AL3;Atención Primaria Sector Alcañiz;Atención Primaria Sector Alcañiz
2006;52BA;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2006;52BA1;Gerencia Sector Barbastro;Gerencia Sector Barbastro
2006;52BA2;Hospital Barbastro;Hospital de Barbastro
2006;52BA3;Centro Sociosanitario de Fraga;Centro Sociosanitario de Fraga
2006;52BA4;Atención Primaria Sector Barbastro;Atención Primaria Sector Barbastro
2006;52CA;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2006;52CA1;Gerencia Sector Calatayud;Gerencia Sector Calatayud
2006;52CA2;Hospital Ernest Lluch Martin;Hospital Ernest Lluch Martin de Calatayud
2006;52CA3;Atención Primaria Sector Calatayud;Atención Primaria Sector Calatayud
2006;52HU;Gerencia Sector Huesca;Gerencia Sector Huesca
2006;52HU1;Gerencia Sector Huesca;Gerencia Sector Huesca
2006;52HU2;Hospital San Jorge de Huesca;Hospital General San Jorge de Huesca
2006;52HU3;Hospital Sagrado Corazón de Jesús;Hospital Sagrado Corazón de Jesús
2006;52HU4;C.R.P. Santo Cristo de los Milagros;Centro de Rehabilitación Psicosocial Santo Cristo de los Milagros
2006;52HU5;Atención Primaria Sector Huesca;Atención Primaria Sector Huesca
2006;52TE;Gerencia Sector Teruel;Gerencia Sector Teruel
2006;52TE1;Gerencia Sector Teruel;Gerencia Sector Teruel
2006;52TE2;Hospital Obispo Polanco Teruel;Hospital Obispo Polanco Teruel
2006;52TE3;Hospital San José;Hospital San José
2006;52TE4;C.R.P. San Juan de Dios;Centro Rehabilitación Psicosocial San Juan de Dios
2006;52TE5;Atención Primaria Sector Teruel;Atención Primaria Sector Teruel
2006;52Z1;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2006;52Z11;Gerencia Sector Zaragoza I;Gerencia Sector Zaragoza I
2006;52Z12;Hospital Royo Villanova;Hospital Royo Villanova
2006;52Z13;Hospital Nuestra Señora de Gracia;Hospital Nuestra Señora de Gracia
2006;52Z14;Atención Primaria Sector Zaragoza I;Atención Primaria Sector Zaragoza I
2006;52Z2;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2006;52Z21;Gerencia Sector Zaragoza II;Gerencia Sector Zaragoza II
2006;52Z22;Hospital Universitario Miguel Servet;Hospital Universitario Miguel Servet
2006;52Z23;Atención Primaria Sector Zaragoza II;Atención Primaria Sector Zaragoza II
2006;52Z3;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2006;52Z31;Gerencia Sector Zaragoza III;Gerencia Sector Zaragoza III
2006;52Z32;Hospital Clínico Universitario Lozano Bl;Hospital Clínico Universitario Lozano Blesa
2006;52Z33;H.Geriático San Jorge de Zaragoza;Hospital Geriático San Jorge de Zaragoza
2006;52Z34;C.R.P. Nuestra Señora del Pilar;Centro Rehabilitación Psicosocial Nuestra Señora del Pilar
2006;52Z35;Atención Primaria Sector Zaragoza III;Atención Primaria Sector Zaragoza III
2006;53;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2006;5300;Ingresos Inst. Aragonés Serv. Sociales;Ingresos del Instituto Aragonés de Servicios Sociales
2006;53000;Ingresos Inst. Aragonés Serv. Sociales;Ingresos del Instituto Aragonés de Servicios Sociales
2006;5301;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2006;53010;Instituto Aragonés de Servicios Sociales;Instituto Aragonés de Servicios Sociales
2006;53AAA;Acción concertada Plazas Mayores Huesca;Reserva y Ocupación de Plazas de Mayores en Huesca
2006;53AAB;Acción concertada Plazas Mayores Teruel;Reserva y Ocupación de Plazas de Mayores en Teruel
2006;53AAC;Acción concertada Plazas Mayores Zaragoz;Reserva y Ocupación de Plazas de Mayores en Zaragoza
2006;53ABA;Residencia de Mayores Ciudad de Huesca;"Residencia de Mayores ""Ciudad de Huesca"""
2006;53ABB;"Res.Mayores ""Sagrada Familia""-Huesca";"Residencia ""Sagrada Familia"" de Huesca"
2006;53ABC;"Res.Mayores ""San Blas""-Huesca";"Residencia ""San Blas de Huesca"""
2006;53ABD;"Res.Mayores ""Turia""-Teruel";"Residencia  de Mayores ""Turia"" de Teruel"
2006;53ABE;Residencia de Utrillas;Residencia de Utrillas
2006;53ABF;"Residencia de ""Mayores Ciudad de Albarra";"Residencia de ""Mayores Ciudad de Albarracín"""
2006;53ABG;"Res. de Mayores ""Javalambre"" Teruel";"Residencia de Mayores ""Javalambre"" de Teruel"
2006;53ABH;Res. de Mayores  de Movera;Residencia de Mayores de Movera
2006;53ABI;Res. de Mayores  de Borja;Residencia de Mayores de Borja
2006;53ABJ;"Res. Mayores ""Romareda"" Zaragoza";"Residencia de Mayores ""Romareda"" de Zaragoza"
2006;53ABK;Res. de Mayores de Alagon;Residencia de Mayores de Alagón
2006;53ABL;"Res. de Mayores ""Las Fuentes"" Zaragoza";"Residencia de Mayores ""Las Fuentes"" de Zaragoza"
2006;53ABM;Centro Asistencial de Calatayud;Centro Asistencial de Calatayud
2006;53ABN;"Centro Asistencial ""Hogar Doz"" Tarazona";"Centro Asistencial ""Hogar Doz"" Tarazona"
2006;53ABO;Res. Mayores Actur de Zaragoza;Instituto Aragonés de Servicios Sociales
2006;53ABP;"Res. Mayores ""Oliver"" Zaragoza";Residencia de Mayores del Barrio Oliver de Zaragoza
2006;53ABQ;"Res. Mayores ""Elías Martinez"" Zaragoza";"Residencia de Mayores ""Elías Martinez Santiago"" de Zaragoza"
2006;53ABR;Res. de Mayores de Utebo;Residencia de Mayores de Utebo
2006;53ABS;"Res. de Mayores ""Delicias"" - Zaragoza";Residencia de Mayores del Barrio Delicias - Zaragoza
2006;53ACA;"Centro Día en Res. ""Ciudad de Huesca""";"Centro Día en Residencia de Mayores ""Ciudad de Huesca"""
2006;53ACB;"Centro Dia Res. ""Sagr.Familia"" Huesca";"Centro Día en Residencia de Mayores ""Sagrada Familia"" de Huesca"
2006;53ACC;Centro de Dia de Fraga;Centro Día de Fraga
2006;53ACD;"Centro Dia en Res.""Romareda"" Zaragoza";"Centro Día en Residencia de Mayores ""Romareda"" de Zaragoza"
2006;53ACE;"Centro Dia Res ""Las Fuentes"" Zaragoza";"Centro Día en Residencia de Mayores ""Las Fuentes"" de Zaragoza"
2006;53ACF;Centro de Dia de Calatayud;Centro Día de Calatayud
2006;53ACG;Hogar 3ª Edad de Ejea de los Caballeros;Hogar de Tercera Edad de Ejea de los Caballeros
2006;53ACH;Centro de Día Barrio San José Zaragoza;Centro de Día del Barrio de San José de Zaragoza
2006;53ACI;"Centro de Dia ""San Blas"" Zaragoza";"Centro de Día ""San Blas"" de Zaragoza"
2006;53ACJ;"Centro de Dia ""Delicias"" de Zaragoza";"Centro de Día ""Delicias"" de Zaragoza"
2006;53ACK;"Centro de Dia ""Picarral"" de Zaragoza";Centro de Día y Hogar del Picarral de Zaragoza
2006;53ACL;Centro de Dia Valdefierro Zaragoza;Centro de Día de Valdefierro de Zaragoza
2006;53ACM;C. Día y Usos Cultur. Casa Aísa, Huesca;"Centro de Día y Usos Culturales ""Casa Aísa"" de Huesca"
2006;53ACN;C. Día y Usos Cultur. Casa Aísa, Huesca;"Centro de Día y Usos Culturales ""Casa Aísa"" de Huesca"
2006;53ACO;"Centro de Día ""San León"" - Teruel";
2006;53ADA;Hogar de Barbastro;Hogar de Barbastro
2006;53ADB;Hogar de Binefar;Hogar de Binefar
2006;53ADC;Hogar de Huesca;Hogar de Huesca
2006;53ADD;Hogar de Jaca;Hogar de Jaca
2006;53ADE;Hogar de  Monzón;Hogar de Monzón
2006;53ADF;Hogar de Sabiñánigo;Hogar de Sabiñanigo
2006;53ADG;"Hogar en Res. Mayores ""Turia"" Teruel";"Hogar en Residencia de Mayores ""Turia"" de Teruel"
2006;53ADH;Hogar en Res. Mayores Utrillas;Hogar en Residencia de Mayores de Utrillas
2006;53ADI;Hogar de Alcañiz;Hogar de Alcañiz
2006;53ADJ;Hogar de Andorra;Hogar de Andorra
2006;53ADK;Hogar de Calamocha;Hogar de Calamocha
2006;53ADL;Hogar de Calanda;Hogar de Calanda
2006;53ADM;Hogar de Ojos Negros;Hogar de Ojos Negros
2006;53ADN;Hogar Torrecilla de Alcañiz;Hogar de Torrecilla de Alcañiz
2006;53ADO;"Hogar ""Balsas de Ebro Viejo"" Zaragoza";"Hogar ""Balsas de Ebro Viejo"" de Zaragoza"
2006;53ADP;"Hogar ""Boterón"" de Zaragoza";"Hogar ""Boterón"" de Zaragoza"
2006;53ADQ;Club de Casetas;Club de Casetas
2006;53ADR;"Club ""Cervantes"" de Gallur";"Club ""Cervantes"" de Gallur"
2006;53ADS;Hogar de Illueca;Hogar de Illueca
2006;53ADT;Hogar Las Fuentes-Zaragoza;"Hogar de ""Las Fuentes"" -Zaragoza"
2006;53ADU;"Hogar ""Roger de Flor"" de Zaragoza";"Hogar de ""Roger de Flor"" de Zaragoza"
2006;53ADV;Hogar de la Tercera Edad Moncayo;Hogar de la Tercera Edad Moncayo en Tarazona - Zaragoza
2006;53ADW;Hogar de Mayores Valdefierro - Zaragoza;"Hogar de Personas Mayores ""Valdefierro"" - Zaragoza"
2006;53AFA;Aulas de Tercera Edad;Aulas de Tercera Edad
2006;53AHA;Gastos Varios de Mayores de Huesca;Gastos Varios de Mayores de Huesca
2006;53AHB;Gastos Varios de Mayores de Teruel;Gastos Varios de Mayores de Teruel
2006;53AHC;Gastos Varios de Mayores de Zaragoza;Gastos Varios de Mayores de Zaragoza
2006;53AHD;Gastos Varios de Mayores en Gerencia;Gastos Varios de Mayores en Gerencia del IASS
2006;53AIA;Convenios y Subv. de Mayores Huesca;Convenios y Subvenciones de Mayores de Huesca
2006;53AIB;Convenios y Subv. de Mayores de Teruel;Convenios y Subvenciones de Mayores de Teruel
2006;53AIC;Convenios y Subv. de Mayores de Zaragoza;Convenios y Subvenciones de Mayores de Zaragoza
2006;53AID;Convenios y Subv. de Mayores de Gerencia;Convenios y Subvenciones de Mayores de Gerencia
2006;53AJA;Prestaciones de Mayores de Huesca;Prestaciones de Mayores de Huesca
2006;53AJB;Prestaciones de Mayores de Teruel;Prestaciones de Mayores de Teruel
2006;53AJC;Prestaciones de Mayores de Zaragoza;Prestaciones de Mayores de Zaragoza
2006;53AJD;Ayudas Alimenticias;Ayudas Alimenticias
2006;53AJE;Prestaciones Extraordinarias;Prestaciones Extraordinarias
2006;53AJF;Prestaciones Plan Dependencia - Huesca;Prestaciones Económicas Plan de la Dependencia - Huesca
2006;53AJG;Prestaciones Plan Dependencia - Teruel;Prestaciones Económicas Plan de la Dependencia - Teruel
2006;53AJH;Prestaciones Plan Dependencia - Zaragoza;Prestaciones Económicas Plan de la Dependencia - Zaragoza
2006;53BAA;Acción Concertada Discapacitados Huesca;Reserva y ocupación de Plazas de Discapacitados Huesca
2006;53BAB;Acción Concertada Discapacitados Teruel;Reserva y ocupación de plazas Discapacitados en Teruel
2006;53BAC;Ac.Concertada Dispacitados Zaragoza;Reserva y ocupación de plazas Discapacitados en Zaragoza
2006;53BAD;Ac.Concertada Transf.Dip.Prov. de Zarago;Reserva y ocupación Transferencia Diputación Provincial de Zaragoza
2006;53BAE;Acción Concertada Tutelados en Huesca;Reserva y ocupación de plazas de Tutelados en Huesca
2006;53BAF;Acción Concertada Tutelados en Teruel;Reserva y ocupación de plazas de Tutelados en Teruel
2006;53BAG;Acción Concertada Tutelados en Zaragoza;Reserva y ocupación de plazas de Tutelados en Zaragoza
2006;53BAH;Acción Concertada Tutelados en Gerencia;Reserva y ocupación de plazas de Tutelados en Gerencia
2006;53BBA;"Centro Asistencial ""El Pinar""  de Teruel";"Centro Asistencial ""El Pinar"" en Teruel"
2006;53BBB;Centro Atención Minus.Psíquicos de Zarag;Centro de Atención a Minusválidos Psíquicos de Zaragoza
2006;53BBC;Centro Dependientes Cesaraugusta Zaragoz;"Centro de Dependientes ""Cesaraugusta"" de Zaragoza"
2006;53BEA;Centro Base Huesca;Centro Base Huesca
2006;53BEB;Centro Base Teruel;Centro Base Teruel
2006;53BEC;Centro Base I de Zaragoza;Centro Base I de Zaragoza
2006;53BED;Centro Base II de Zaragoza;Centro Base II de Zaragoza
2006;53BHA;Gastos Varios Dispacitados Huesca;Gastos Varios Dispacitados Huesca
2006;53BHB;Gastos Varios Dispacitados Teruel;Gastos Varios Dispacitados Teruel
2006;53BHC;Gastos Varios Dispacitados Zaragoza;Gastos Varios Dispacitados en Zaragoza
2006;53BHD;Gastos Varios Dispacitados Gerencia;Gastos Varios Dispacitados Gerencia IASS
2006;53BHE;Gastos Varios Tutelados en Huesca;Gastos Varios Tutelados en Huesca
2006;53BHF;Gastos Varios Tutelados en Teruel;Gastos Varios Tutelados en Teruel
2006;53BHG;Gastos Varios Tutelados en Zaragoza;Gastos Varios Tutelados en Zaragoza
2006;53BHH;Gastos Varios Tutelados en Gerencia;Gastos Varios Tutelados en Gerencia
2006;53BIA;Convenios y Subv. Discapacitados Huesca;Convenios y Subvenciones de Discapacitados de Huesca
2006;53BIB;Convenios y Subv. Discapacitados Teruel;Convenios y Subvenciones de Discapacitados en Teruel
2006;53BIC;Convenios y Subv. Discapacitados Zaragoz;Convenios y Subvenciones de  Discapacitados de Zaragoza
