EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2008;12500;321005;91003;Tasa 05- Ord.Ttes ctra y act. Aux. y complem.;2.000.000,00
2008;12500;321006;91003;Tasa 06- Act. en materia de vivienda protegida;1.337.900,00
2008;12500;321007;91003;Tasa 07- Expedición cédula de habitabilidad;33.000,00
2008;12500;321027;91003;Tasa 27- Acred.labor.ctrol calidad edificación;22.000,00
2008;12500;322009;91003;Tasa 09- S.Fac.S/ord. industr. forest,agrar.,alim.;270.000,00
2008;12500;322010;91003;Tasa 10- Servicios facultativos agronómicos;162.000,00
2008;12500;322011;91003;Tasa 11- Servicios facultativos veterinarios;1.875.000,00
2008;12500;322030;91003;Tasa 30- Inscrip. Registro org. modif. genétic.;25.000,00
2008;12500;323012;91003;Tasa 12- Inspecc.control. sanitarios de animales;3.000,00
2008;12500;323013;91003;Tasa 13- Autoriz.,inspecc. centros sanitarios;135.000,00
2008;12500;323020;91003;Tasa 20- Autoriz.,inspecc. centros farmacéuticos;80.000,00
2008;12500;324021;91003;Tasa 21- Autoriz.,inspecc. centros Serv.Sociales;20.000,00
2008;12500;326015;91003;Tasa 15- Serv. Exped. títulos académicos,profes.;506.596,00
2008;12500;326025;91003;Tasa 25- Serv. Registro Ppdad Intelectual Aragón;9.035,38
2008;12500;327014;91003;Tasa 14- Serv. act. Indus,energ,metrol,miner,comer;3.197.500,00
2008;12500;329001;91003;Tasa 01- Dirección e inspección de obras;4.747.542,82
2008;12500;329002;91003;Tasa 02- Redac. proyec,confr,tasación obra y proy.;20.000,00
2008;12500;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;143.144,00
2008;12500;332003;91003;Precios Públicos del Laboratorio Agroalimentario;25.000,00
2008;12500;332004;91003;Precios Públicos Ctro Transferencia Agroalimentar.;1.000,00
2008;12500;335000;91003;P. Públicos del Laboratorio de Calidad de la Edif.;22.000,00
2008;12500;337000;91003;Precios públicos en materia de deportes;5.000,00
2008;12500;337001;91003;Instalaciones deportivas;565.000,00
2008;12500;337002;91003;Actividades deportivas;31.930,00
2008;12500;370000;91003;Casinos;4.575.000,00
2008;12500;370001;91003;Bingos;40.667.500,00
2008;12500;370002;91003;Máquinas recreativas;31.742.500,00
2008;12500;370003;91003;Loterías,rifas,boletos y combinaciones aleatorias;15.000,00
2008;12500;380099;91003;Otros reintegros de ejercicios cerrados;3.700.000,00
2008;12500;390000;91003;Costas por sentencias judiciales;70.000,00
2008;12500;391000;91003;Daños en carreteras;136.280,00
2008;12500;395001;91003;Multas y sanciones de Economía, Hacienda y Empleo;2.500.000,00
2008;12500;395002;91003;Multas y sanciones de O.P, Urbanismo y Transportes;7.755.080,00
2008;12500;395003;91003;Multas y sanciones de Agricultura y Alimentación;300.000,00
2008;12500;395004;91003;Multas y sanciones de Industria, Comercio y Tur.;120.000,00
2008;12500;395005;91003;Multas y sanciones de Salud y Consumo;800.000,00
2008;12500;395008;91003;Multas y sanciones de Medio Ambiente;549.797,00
2008;12500;395011;91003;Multas y sanciones de P.Terr, Justicia e Interior;318.000,00
2008;12500;396007;91003;Ingresos diversos de Educación, Cultura y Deporte;36.050,00
2008;12500;400001;91003;Fondo de Cohesión Sanitaria;82.300,00
2008;12500;400002;91003;Fondo de suficiencia;1.168.652.843,27
2008;12500;400003;91003;Financiación de la Asistencia Sanitaria;19.102.500,00
2008;12500;400099;91003;Financiación Autonómica Liquidación Ejer.Anterior.;256.380.000,00
2008;12500;401000;91003;Servicios transferidos (Sección 32 P.G.E.);51.462.803,93
2008;12500;402099;39004;Otras subv Ind., Com y Turism y Cienc, Tecn y Univ;177.175,00
2008;12500;403000;34001;Ayudas complementarias a la Política Agraria Común;740.000,00
2008;12500;403001;91003;Gastos intervención de mercado;300.000,00
2008;12500;403004;91003;Estadística agraria;175.856,00
2008;12500;403099;34011;Otras subvenciones de Agricultura y Alimentación;108.200,00
2008;12500;403099;34045;Otras subvenciones de Agricultura y Alimentación;104.534,00
2008;12500;403099;91003;Otras subvenciones de Agricultura y Alimentación;4.000.000,00
2008;12500;404000;39005;Ayudas a jubilación y reestructuración de empresas;365.000,00
2008;12500;404001;39023;Guarderías infantiles;630.621,53
2008;12500;404003;35005;Pensiones ancianos y enfermos;170.000,00
2008;12500;404005;91003;Plan de desarrollo gitano;65.000,00
2008;12500;404006;91003;Prestaciones básicas de Servicios Sociales;4.200.000,00
2008;12500;404007;35006;Plan gerontológico;1.715.000,00
2008;12500;404008;35008;Prevención malos tratos a la infancia;46.000,00
2008;12500;404009;91003;Erradicación de la pobreza;110.000,00
2008;12500;404010;35007;Plan personas con discapacidad;210.000,00
2008;12500;404012;35001;Educación Familiar;312.000,00
2008;12500;404013;35002;Información sobre Acción social;12.020,00
2008;12500;404014;35003;Orientación y mediación familiar;102.000,00
2008;12500;404015;35009;Plan violencia familiar;60.000,00
2008;12500;404016;35004;Menores infractores;93.000,00
2008;12500;404018;35010;Plan Estatal voluntariado;112.000,00
2008;12500;404019;39046;PROGRAMA SENSIBILIZACIÓN Y CONOMICIMIENTO INMIGRACIÓN ARAGÓN;2.925.971,00
2008;12500;404020;35011;Plan de la dependencia;5.250.000,00
2008;12500;404020;91003;Plan Acción a favor de pers. situación dependencia;1.803.093,61
2008;12500;404099;91003;Otras subv. Empleo y de Servicios Sociales;8.000.000,00
2008;12500;405001;39015;Fomento de la donación y trasplante de órganos;170.240,00
2008;12500;405002;39017;Prevención del S.I.D.A.;154.000,00
2008;12500;405003;39018;Actuaciones en drogodependencias;900.000,00
2008;12500;405004;39019;Prevención de enfermedades emergentes;79.000,00
2008;12500;405005;39016;Junta Arbitral de Consumo;24.000,00
2008;12500;405006;39027;Políticas de cohesión y estrategias de salud;1.028.013,00
2008;12500;405007;39049;Form.Cont.Uso racional del medicamento para médic.;1.117.201,68
2008;12500;405099;91003;Otras subvenciones en materia de Salud y Consumo;1.000.000,00
2008;12500;407001;39055;Libros y bibliotecas;141.128,75
2008;12500;407003;39047;Funcionamiento de centros docentes;797.294,00
2008;12500;407003;39062;Funcionamiento de centros docentes;400.000,00
2008;12500;407004;39064;Confederaciones de A.P.A.S. y colectivos;26.000,00
2008;12500;407005;39021;Jubilaciones de personal docente (D.T. 9ª LOGSE);1.394.414,00
2008;12500;407008;39045;Subvenciones Educación y Ciencia;54.000,00
2008;12500;407008;39068;Subvenciones Educación y Ciencia;28.273,84
2008;12500;407010;39024;Escuelas viajeras;83.565,60
2008;12500;407013;39025;Plan rest,utiliz. Educat. pueblos abandon.:Bubal;108.982,00
2008;12500;407014;39033;Rutas literarias;43.983,00
2008;12500;407099;91003;Otras subvenciones  Educación, Cultura y Deporte;1.000.000,00
2008;12500;408000;39002;Seguridad Minera;34.000,00
2008;12500;412001;55001;Escuelas Taller;100.619,00
2008;12500;420000;91003;"Fondo programa de ""Ahorro e incapacida temporal""";7.019.000,00
2008;12500;421001;91003;Plan Acción a favor de pers. situación dependencia;7.053.093,63
2008;12500;440001;39050;De IDAE para el  fomento ahorro energético;150.000,00
2008;12500;440009;91003;Otras subv. de Empresas Públicas y Entes Públicos;1.000,00
2008;12500;460000;91003;Transf. de la Diputación Provincial de Huesca;2.551.706,57
2008;12500;460001;91003;Transf. de la Diputación Provincial de Zaragoza;2.234.584,81
2008;12500;460002;91003;Transf. de la Diputación Provincial de Teruel;1.304.550,67
2008;12500;492000;14001;Fondo Europeo de Desarrollo Regional. Objetivo 2;333.323,75
2008;12500;492004;14003;FEDER - Acciones FSE;1.810.000,00
2008;12500;492100;14101;Programa Operativo FEDER 2007-2013;1.003.017,25
2008;12500;493000;11002;FSE Objetivo 3, eje 2, 3, 4 y 8;687.074,35
2008;12500;493000;11003;Fondo Social Europeo- Objetivo 3;395.819,79
2008;12500;493000;11007;PROGRAMA SENSIBILIZACIÓN Y CONOCIMIENTO INMIGRACIÓN ARAGÓN;477.477,00
2008;12500;493100;11101;Nuevo periodo programación FSE;10.028.483,30
2008;12500;496000;12101;Agricultura -Política Agraria Común;454.074.000,00
2008;12500;497000;12102;Fondo Europeo Agrícola de Desarrollo Rural;745.194,50
2008;12500;499000;19001;Punto de Información Europea;24.000,00
2008;12500;499099;91003;Otras subvenciones del exterior;7.600.000,00
2008;12500;520000;91003;Intereses;4.500.000,00
2008;12500;520050;91003;De las Cortes de Aragón;210.000,00
2008;12500;530000;91003;De organismos y empresas;600.000,00
2008;12500;540001;91003;Renta de inmuebles de Economía, Hacienda y Empleo;100.000,00
2008;12500;540008;91003;Arrendamientos de locales;10.000,00
2008;12500;540009;91003;Alquileres de viviendas;505.000,00
2008;12500;550001;91003;Cánones de concesiones;3.790.000,00
2008;12500;552003;91003;De protección y gestión de los montes;2.025.524,00
2008;12500;553000;91003;Cánones de I.T.V. privadas;3.800.000,00
2008;12500;553002;91003;Cánones Presidencia;30.212,00
2008;12500;553009;91003;Otros cánones;100.000,00
2008;12500;559009;91003;Otros aprovechamientos;1.000.000,00
2008;12500;590000;91003;Ingresos por viviendas de promoción pública;8.000.000,00
2008;12500;590001;91003;Ingresos por otras viviendas de promoción pública;600.000,00
2008;12500;590003;91003;Venta de locales;25.000,00
2008;12500;600009;91003;Otras ventas de terrenos;21.000.000,00
2008;12500;610000;91003;Venta de inversiones reales- Varios;11.000.000,00
2008;12500;702001;36004;Acciones prioritarias: incendios forestales;2.338.954,33
2008;12500;702002;36006;AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES;16.000,00
2008;12500;702002;36008;AREAS INFLUENCIA SOCIO-ECON. PARQUES NACIONALES;800.000,00
2008;12500;702009;36001;Otras subvenciones en materia de Medio Ambiente;407.252,39
2008;12500;702009;36006;Otras subvenciones en materia de Medio Ambiente;314.320,00
2008;12500;702009;36007;Otras subvenciones en materia de Medio Ambiente;210.000,00
2008;12500;703009;39009;Otras subvenciones de Economía y Hacienda;8.610.182,00
2008;12500;704002;39001;Oficinas Áreas de Rehabilitación Integral. Plan vivienda 2005-2008;3.974.100,00
2008;12500;704009;39001;plan 2006-2008. aris urbanización. aportación Ministerio;7.372.239,02
2008;12500;704099;91003;Otras subvenciones de Fomento;12.000.000,00
2008;12500;705000;34028;Maquinaria y medios de producción;700.000,00
2008;12500;705002;34029;Reestructuración,reconversión olivar y viñedo;820.000,00
2008;12500;705002;34034;Reestructuración,reconversión olivar y viñedo;4.800.000,00
2008;12500;705006;34012;Campañas de sanidad animal;40.000,00
2008;12500;705006;34013;Campañas de sanidad animal;165.000,00
2008;12500;705006;34014;Campañas de sanidad animal;700.000,00
2008;12500;705006;34021;Campañas de sanidad animal;1.500.000,00
2008;12500;705006;34039;Campañas de sanidad animal;340.100,00
2008;12500;705006;34041;Campañas de sanidad animal;200.000,00
2008;12500;705007;34025;Agrupación Defensa Sanitaria;1.600.000,00
2008;12500;705008;34006;Apicultura;120.000,00
2008;12500;705009;34002;Otras subvenciones de capital;150.000,00
2008;12500;705009;34003;Otras subvenciones de capital;450.000,00
2008;12500;705009;34005;Otras subvenciones de capital;3.600.000,00
2008;12500;705009;34011;Otras subvenciones de capital;170.000,00
2008;12500;705009;34024;Otras subvenciones de capital;100.000,00
2008;12500;705009;34035;Otras subvenciones de capital;600.000,00
2008;12500;705009;34044;Otras subvenciones de capital;2.749.000,00
2008;12500;705009;34045;Otras subvenciones de capital;70.104,00
2008;12500;705009;34046;Otras subvenciones de capital;3.956.470,14
2008;12500;705009;34047;Otras subvenciones de capital;5.111.250,00
2008;12500;705009;91003;Otras subvenciones de capital;6.000.000,00
2008;12500;705010;34026;Agrup.Tratam. Integrado Agricultura (ATRIAS);250.000,00
2008;12500;705011;34019;Calidad de la carne;100.000,00
2008;12500;705012;34009;Agrupación de productos agrarios;22.500,00
2008;12500;705013;34015;Semillas y plantas de viveros;75.000,00
2008;12500;705014;34007;Industrias Agrarias;10.740.000,00
2008;12500;705015;34043;Modernización de explotaciones;4.463.600,00
2008;12500;705016;34010;Cofinanciación M.A.P.A. para ayudas del I.F.O.P.;1.433.870,00
2008;12500;705017;34017;Lucha contra agentes nocivos;1.100.000,00
2008;12500;705017;34018;Lucha contra agentes nocivos;130.000,00
2008;12500;705018;34023;Control lechero;55.000,00
2008;12500;705020;34030;Forestación;1.075.000,00
2008;12500;705021;34004;Agroambientales;5.496.000,00
2008;12500;705022;34031;Cese anticipado;1.431.000,00
2008;12500;705023;34033;L.E.A.D.E.R. +;988.006,00
2008;12500;705025;34032;Indemnización compensatoria básica;2.850.000,00
2008;12500;705026;34016;Nuevas variedades vegetales;47.000,00
2008;12500;705028;34038;Plan de fomento del sector equino;200.000,00
2008;12500;705030;34037;Reconversión de plantaciones frutícolas;1.500.000,00
2008;12500;705032;34049;Ayudas del Fondo Europeo de Pesca;95.084,86
2008;12500;705034;34048;Productores de tomate para industria;500.000,00
2008;12500;705052;34040;Selección genética resistencia EET en ganado ovino;280.000,00
2008;12500;706001;39002;Seguridad Minera;44.000,00
2008;12500;706002;39013;Plan consolidación y competitividad de las PYME;2.000.000,00
2008;12500;707001;39028;Otras subvenciones de Educación, Cultura y Deporte;462.599,02
2008;12500;707004;39003;Proyectos de investigación del I.N.I.A.;60.000,00
2008;12500;707005;39026;Libros y bibliotecas;37.333,00
2008;12500;708002;35006;Plan gerontológico;1.100.000,00
2008;12500;708003;35011;Plan dependencia;800.000,00
2008;12500;708003;91003;Plan Acción a favor de pers. situación dependencia;5.324.152,69
2008;12500;709001;32200;Plan Especial de Teruel;30.000.000,00
2008;12500;709003;39004;Plan de Modernización Comercio Interior;322.825,00
2008;12500;719000;39042;Construcciones deportivas (Ctro Superior Deportes);71.250,00
2008;12500;719000;39043;Construcciones deportivas (Ctro Superior Deportes);75.000,00
2008;12500;719003;32100;Plan de la Minería;42.000.000,00
2008;12500;719004;39052;CNIG Sistema Información sobre ocupación del suelo;230.873,00
2008;12500;721001;91003;Plan Acción a favor de pers. situación dependencia;6.124.152,69
2008;12500;740001;39050;De IDAE para el  fomento ahorro energético;3.850.000,00
2008;12500;780009;71002;Otras Transferencias De Familias Y Otras Instituc.;100.000,00
2008;12500;792000;14001;Fondo Europeo de Desarrollo Regional. Objetivo 2;2.358.125,54
2008;12500;792001;14002;Iniciativa Comunitaria INTERREG III;1.220.000,00
2008;12500;792099;91003;Otras transferencias de capital;22.500.000,00
2008;12500;792100;14101;Programa Operativo FEDER 2007-2013;4.756.340,51
2008;12500;793100;11101;Fondo Social Europeo- Programa Operativo 2007-2013;20.000,00
2008;12500;795000;15001;Instr.Financ. Ord. Pesquera - Fdo Europeo Pesca;3.071.678,63
2008;12500;796000;12101;Fondo Europeo Agrícola de Garantía;500.000,00
2008;12500;796001;12101;Plan reestructuración del viñedo;6.500.000,00
2008;12500;796002;12101;Plan Nacional Apícola;240.000,00
2008;12500;796003;12101;Agrupación de Productores Agrarios;67.500,00
2008;12500;796004;12101;Ayuda permanente frutos secos;9.000.000,00
2008;12500;797000;12102;Forestación;2.217.592,87
2008;12500;797001;12102;Agroambientales;7.992.000,00
2008;12500;797002;12102;Cese Anticipado;954.000,00
2008;12500;797003;12102;Indemnización Compensación Básica;5.700.000,00
2008;12500;797004;12102;Modernización explotaciones, incorporación jóvenes;6.892.800,00
2008;12500;797006;12102;Modernización de regadíos;3.407.500,00
2008;12500;797008;12102;P.D.R.- Renov., dllo de pueblos y patrimonio rural;3.473.081,00
2008;12500;797009;12102;P.D.R.- Diversif. actividades en el ámbito agrario;8.502.646,00
2008;12500;797010;12102;P.D.R.-  Dllo y mejora infraestr de produc agraria;300.000,00
2008;12500;797011;12102;PDR Formación;227.759,25
2008;12500;797012;12102;P.D.R.- Transf. y comercializ. productos agrícolas;7.160.000,00
2008;12500;797014;12102;PDR Concetración  parcelaria;2.857.923,17
2008;12500;797018;12102;PDR Protección del  Medio Ambiente;951.599,40
2008;12500;797019;12102;P.D.R.-  Recuperación daños desastres naturales;75.023,00
2008;12500;797022;12102;P.D.R- Selvicultura;3.639.090,57
2008;12500;797023;12102;P.D.R- Fomento de actividades turísticas;4.887.124,17
2008;12500;797099;12102;Otras transferencias de capital;188.669,00
2008;12500;797099;91003;Otras transferencias de capital;28.800.000,00
2008;12500;798000;15101;Fondo Europeo de Pesca;297.469,29
2008;12500;799099;91003;Retornos de programas operativos cerrados;9.500.000,00
2008;12500;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;3.950.000,00
2008;12500;900000;91003;Emisión de Deuda Pública- Ley de Presupuestos 2008;78.632.422,01
2008;12500;920000;91003;Préstamos recibidos Ley de Presupuestos 2008;40.990.988,64
2008;51000;404017;33001;Apoyo creación de empleo en cooperativas;186.024,00
2008;51000;413000;33001;Conferencia Sectorial de Empleo;63.923.066,76
2008;51000;413001;39008;Planes trabajo Centros Nacionales Formación Ocup.;500.000,00
2008;51000;708000;33001;Conferencia Sectorial de Empleo;80.778,00
2008;52000;315000;91003;S.A.S. Ingresos por servicios en hospitales;19.955.250,00
2008;53000;311001;91003;Prestación de Servicios en residencias;9.400.000,00
2008;53000;311003;91003;Prestación de Servicios centros sociales y clubs;440.000,00
2008;53000;395009;91003;Multas y sanciones de Servicios Sociales y Familia;30.000,00
2008;53000;470009;71001;Otras subvenciones de empresas;126.212,52
2008;53000;520000;91003;Intereses;300.000,00
2008;54000;404021;39054;AYUDAS ECONOMICAS;60.000,00
2008;54000;419004;39038;Instituto de la Mujer;111.596,00
2008;54000;520000;91003;INTERESES;6.000,00
2008;55000;311001;91003;Prestación de Servicios en residencias;900.000,00
2008;55000;311003;91003;Prestación de Servicios centros sociales y clubs;14.000,00
2008;55000;311005;91003;Prestación de Servicios por Carnés Juveniles;50.000,00
2008;55000;311006;91003;Prestación de Servicios en campamentos;17.000,00
2008;55000;311007;91003;Prestación de Servicios por campos de trabajo;23.000,00
2008;55000;311008;91003;Prestación de Servicios en albergues;340.000,00
2008;55000;470009;71006;CARNET JOVEN APORTACION CAI IBERCAJA;720.000,00
2008;55000;520000;91003;Intereses;16.000,00
2008;72000;221000;91003;Canon de Saneamiento;31.139.200,00
2008;72000;329001;91003;Tasa 01- Dirección e inspección de obras;1.071.995,38
2008;72000;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;500,00
2008;72000;394005;91003;Otros ingresos de Medio Ambiente;2.434.500,00
2008;72000;395008;91003;Multas y sanciones de Medio Ambiente;10.000,00
2008;72000;396008;91003;Ingresos diversos de Medio Ambiente;10.491.186,87
2008;72000;520000;91003;Intereses;300.000,00
2008;72000;794000;16001;Fondo de Cohesión;2.502.500,00
2008;72000;821001;91003;Reintegros préstamos, convenios con Ayuntamientos;958.552,66
2008;72000;920000;91003;Préstamos recibidos Ley de Presupuestos 2008;2.487.012,52
2008;73000;323035;91003;Tasa 35- Evaluac. ensayos clínicos y act. rel. med;101.000,00
2008;73000;393005;91003;Cursos y otros ingresos de Salud y Consumo;160.560,30
2008;73000;396005;91003;Ingresos diversos de Salud y Consumo;553.207,00
2008;73000;405099;39020;Otras subvenciones en materia de Salud y Consumo;2.803.194,57
2008;73000;405099;39053;Otras subvenciones en materia de Salud y Consumo;45.136,75
2008;73000;407099;39037;Otras subvenciones  Educación, Cultura y Deporte;33.600,00
2008;73000;407099;39053;Otras subvenciones  Educación, Cultura y Deporte;2.561.562,62
2008;73000;470009;72009;Otras subvenciones de empresas;1.944.091,30
2008;73000;499099;19090;Otras subvenciones del exterior;52.435,00
2008;73000;707001;39037;Otras subvenciones de Educación, Cultura y Deporte;6.500,00
2008;73000;709009;19090;Otras subvenciones de capital;1.000,00
2008;73000;709009;39020;Otras subvenciones de capital;2.755.847,95
2008;73000;709009;39037;Otras subvenciones de capital;2.500.000,00
2008;73000;709009;39053;Otras subvenciones de capital;447.680,90
2008;73000;770009;72009;Otras transferencias de empresas;309.250,00
2008;74000;318009;91003;Otros ingresos por Prestación de Servicios C.T.U.;283.973,00
2008;74000;319006;91003;Otras Prest. de Svcios de Ciencia,Tecnol y Univ.;51.000,00
2008;74000;381006;91003;Reint. Ppto. corriente Ciencia,Tecnol y Univers;2.500,00
2008;74000;396006;91003;Ingresos diversos de Ciencia,Tecn y Univers;1.500,00
2008;74000;520000;91003;Intereses;48.000,00
2008;74000;552000;91003;De investigación agraria;40.000,00
2008;74000;552002;91003;De producción agraria;180.000,00
2008;74000;552005;91003;Aprovechamientos de fincas agrícolas;153.000,00
2008;74000;705009;39044;Otras subvenciones de capital;38.000,00
2008;74000;707003;39044;Plan Nacional de Investigación;104.476,00
2008;74000;707004;39003;Proyectos de investigación del I.N.I.A.;1.432.822,00
2008;74000;707004;39034;Proyectos de investigación del I.N.I.A.;261.000,00
2008;74000;707004;39035;Proyectos de investigación del I.N.I.A.;920.000,00
2008;74000;750001;91003;Proyectos demostración - Invest. Agroaliment.;78.000,00
2008;74000;770009;91003;Otras transferencias de empresas;121.000,00
2008;74000;792100;14101;Otras transferencias de capital;569.573,00
2008;74000;793100;11101;Fondo Social Europeo- Programa Operativo 2007-2013;144.169,00
2008;75000;322016;91003;Tasa por servicio de expedición de licencias de caza y pesca;2.208.000,00
2008;75000;322017;91003;Tasa servicios facult. y administ. en montes, aprov.forestales y vías pecuarias;89.000,00
2008;75000;322026;91003;Tasa servicios de gestión de cotos;721.000,00
2008;75000;322028;91003;Tasa  Servicios administrativos en materia de protección del medio ambiente;532.812,55
2008;75000;322029;91003;Tasa por Servicios adminsitrat.  en materia de conservación de la biodiversida;16.000,00
2008;75000;322034;91003;Tasa por servicio de calificación ambiental de actividades clasificadas;272.000,00
2008;75000;520000;91003;Intereses de depósitos;16.561,39
2008;76000;396010;91003;I/76000/396010/91003 INGRESOS DIVERSOS;6.600.000,00
;;;;;
